"tsId","class","lempel_ziv","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","max_var_shift","max_kl_shift"
"11","1",0.235438260842239,0.203594735958724,0.434504910292399,0.536509374257684,7.62604787838107,-37.4973563303452,4.59327890929042,0.947222222222222,1.64329251618973,1.16863436237644,0.977987443684513,6.19135326409753,0.854741784946889,1.37219519256912,0.50464029598104,0.59058566228799,1.06409758741942,1.23442393773109,0.573138508154063,0.553255112522219,0.11792738526241,0.903284919910621,0.0320844498090793,0.284338260173545,-5.86205607962081,0.958108211308414,5.49207633507388e-07,-1.86605545369498,2.37536425665035,0.903248663005625,1.47374096675054,1.12000846969995,0.401587802919373,6.32317072949944
"12","1",0.235438260842239,0.202237294584889,0.433716229344389,0.535258582638328,7.64114499494621,-37.5768996159101,4.59259512831786,0.952777777777778,1.64962465630002,1.17103824247081,0.978028522791972,6.1939024364969,0.854910342086601,1.37362838447251,0.503692794394946,0.588782614564619,1.06453466885735,1.23374408738213,0.568483503887601,0.553139121553059,0.117962770963403,0.903485960131225,0.031942894052187,0.283966446662429,-5.85090935111824,0.958167184861537,5.45785174726062e-07,-1.85214842260161,2.37685798834713,0.90335391906409,1.47514159924598,1.12039342859473,0.402542355176433,6.34706731972669
"13","1",0.235438260842239,0.214005540334063,0.43706663099129,0.535258582638328,7.58692085800026,-37.218136752832,4.59144820136459,0.954166666666667,1.59480802976592,1.15445677410967,0.977622892407326,6.13125058316422,0.849915703997883,1.28705775466776,0.507983298546849,0.605456842972231,1.06948068615102,1.23449935961117,0.576764921003953,0.557242783434393,0.109806498817217,0.900086120029418,0.0355483207791798,0.285934013731048,-6.08476489033391,0.955100350765092,6.6489369578257e-07,-1.97633563477612,2.34262847104804,0.900587435361516,1.45662241209527,1.12189541040771,0.403230843165721,6.52569259373643
"14","1",0.235438260842239,0.21972182674869,0.437061441299476,0.535258582638328,7.58313728888097,-37.1888229524014,4.5924214833104,0.954166666666667,1.58896527241188,1.15258122550728,0.977586663079596,6.1292779358343,0.849719938324624,1.28481363210928,0.50838527089277,0.604969336963745,1.0691439425176,1.2359743753565,0.582472349341398,0.55735202009323,0.11001110275297,0.900007501964676,0.0356193047871373,0.286203092376793,-6.09394328598965,0.955031494718916,6.6881096967207e-07,-1.9820597812689,2.3443550581443,0.900465745003056,1.4559233509844,1.12166579626067,0.403464004069867,6.49447746260206
"15","1",0.201804223579062,0.212998003019093,0.436699174798567,0.536958878254778,7.72058677243745,-37.1645542197701,4.59244949621863,0.954166666666667,1.58966865268635,1.15180461463851,0.977618944915162,6.13577781643857,0.850039107761962,1.29297799820758,0.507069281065652,0.602271001659296,1.0683590215798,1.23508069765693,0.579719210729044,0.556922656251325,0.110541438970529,0.900324897658063,0.035214091515014,0.286422135099267,-6.06446510289002,0.955399962421502,6.54419794638433e-07,-1.98285904224542,2.34496212363691,0.900715682664209,1.4569013391172,1.12312224526348,0.403916784413383,6.51650477617678
"16","1",0.235438260842239,0.204548788826589,0.43378035854457,0.538923586681793,7.62965432654332,-37.6368253199327,4.58358214008118,0.955555555555556,1.71040270436113,1.19078711041579,0.978329214929333,6.19577177916836,0.855058427737659,1.38002340491575,0.496769331372629,0.577091453652721,1.06945876340813,1.20993896321816,0.541802868285048,0.553456133016764,0.112958187716336,0.903433897026699,0.032700731609826,0.281372168627117,-5.84262071715836,0.957805113688809,5.50842868166376e-07,-1.83960384234599,2.34086710789225,0.904076848070407,1.48123566732957,1.12254022581781,0.400970976905992,6.41912205080907
"17","1",0.235438260842239,0.200122201278642,0.433398395099587,0.534778578500246,7.61620270180619,-37.5747151095472,4.58408548371164,0.952777777777778,1.70429069784822,1.19109151328217,0.978309443847848,6.19598087782651,0.854669580808432,1.37726133945863,0.49592090460661,0.575379757572528,1.06907357780301,1.21023775120154,0.545296898993107,0.553443454328327,0.113062931434145,0.903681862977946,0.0326151617806765,0.282364415584884,-5.85427507758809,0.957801003677732,5.51639869410656e-07,-1.84793558330005,2.36206589053402,0.903980634261988,1.4808407255037,1.12126668636767,0.400512554624267,6.42744504793824
"18","1",0.235438260842239,0.205741240284532,0.433944720138461,0.534368289484011,7.61749379611834,-37.4802285209083,4.5848228354998,0.954166666666667,1.70207798528427,1.18374813461442,0.978278213374755,6.1925100593794,0.854934460874713,1.38118854613234,0.496446119329894,0.576644067401876,1.06881334999493,1.21078383480698,0.545757154845459,0.553513529205809,0.112820660505986,0.90314032861674,0.0325392559927424,0.2817985776387,-5.83489295873178,0.957874731058932,5.49457595137456e-07,-1.88103429263152,2.32113494599909,0.90399408334515,1.47982442639405,1.1170515664304,0.397658957322025,6.44980206866871
"19","1",0.134536149052708,0.212180733700269,0.430813801054235,0.550636361574571,7.89021066043856,-37.908083074303,4.57582439631943,0.955555555555556,1.81094773374679,1.2339215550405,0.979050487947485,6.27513909260766,0.859185031920811,1.48613540124592,0.475892254498844,0.53580461006126,1.06865833245768,1.16794907088845,0.483958434039821,0.549231942881981,0.11521112039226,0.908527690616443,0.0296802967043967,0.280495168356526,-5.63986850138849,0.960648025707591,4.44295813816665e-07,-1.66333604107673,2.41065417740844,0.907482090184803,1.51487298349375,1.12699298641663,0.403335880959981,6.26983676635339
"20","1",0.134536149052708,0.204753257537403,0.430112604629074,0.546897398976766,7.74286743347259,-37.7866082747795,4.57710119071271,0.952777777777778,1.79018478838495,1.22673935935877,0.979003488776326,6.27269785978788,0.860143184463902,1.49040151592562,0.48231102615002,0.546155513768447,1.06805155478407,1.18441357080049,0.504604560008854,0.54921687401665,0.115066807647033,0.90845957342877,0.0295308883466505,0.281515759653498,-5.65241200492503,0.960693895127992,4.43987164103097e-07,-1.70989595340092,2.41563864291471,0.907644033230723,1.51610106076851,1.11988563749321,0.398390678336018,6.29212603841576
"21","1",0.134536149052708,0.209650898088698,0.430331742741088,0.549320342227549,7.72678214860784,-37.703811250147,4.57794665577515,0.948611111111111,1.79267745931371,1.22459117100469,0.978936350662271,6.26801861466864,0.858676055559094,1.47956877722469,0.477427459174421,0.536603012042053,1.06749310575174,1.17420970778686,0.494444254670266,0.549445411876251,0.115275087259012,0.907943678147958,0.0296820923835321,0.281461936338584,-5.64468685205511,0.960557242431892,4.49863345862015e-07,-1.71427889912858,2.40702470326428,0.907201575749613,1.51257508943559,1.12049164401301,0.39872857546255,6.2372115742947
"22","1",0.134536149052708,0.201897348506615,0.436410120991997,0.539403590819875,7.84223025796196,-37.1776727337105,4.58331264254371,0.951388888888889,1.66271302860696,1.17427512793522,0.978000258593785,6.14474047339199,0.852225685756303,1.31150950754284,0.509281019182524,0.604498338445834,1.0734271877761,1.23927018192439,0.582842939983399,0.556719296973532,0.107073213525094,0.900448877169921,0.0354760677094604,0.283347677341138,-6.03206506262271,0.955310839270714,6.46115177157435e-07,-1.96313382185945,2.30202713714072,0.902027335881485,1.46724031536758,1.11954974807135,0.398525805340863,6.42674887353603
"23","1",0.134536149052708,0.203266470728692,0.436413466875856,0.535050076961911,7.84526226517341,-37.2282824651511,4.58344622634685,0.954166666666667,1.6658335683234,1.17614949697206,0.978004826313565,6.14442980365168,0.852307479294975,1.31281813684171,0.508937339394459,0.603610390088286,1.07351606322632,1.23750755938509,0.580169801465002,0.556691016898655,0.107049376521531,0.900455333719818,0.0355248105863983,0.283312505968377,-6.03694883289927,0.955307884506926,6.45920938378222e-07,-1.96099071728725,2.31066483733848,0.902063519091149,1.46733712886923,1.11775499621191,0.398150562939285,6.45159640719727
"24","1",0.134536149052708,0.20150847193697,0.436512273807763,0.530747383820237,7.82862217447453,-37.1414927291274,4.58346686897725,0.95,1.65739078960028,1.17287239459945,0.978008117110917,6.14394871154846,0.852586595401756,1.31293601739705,0.510621721103708,0.607933208991051,1.07379025208018,1.24014810860422,0.583014565266497,0.55676862644987,0.106921649708641,0.90042500800773,0.0355394727680062,0.283587276286896,-6.03488513839663,0.955263759146036,6.46775132462494e-07,-1.96813405988959,2.30471316922387,0.902089195746938,1.4676063334755,1.11944931683494,0.398731874034489,6.40769833976043
"25","1",0.235438260842239,0.203260760367666,0.434405323045115,0.539403590819875,7.42473513097577,-37.9590715318041,4.5834404105782,0.954166666666667,1.70927090545348,1.19736961168639,0.978379915205116,6.21080372554092,0.85302321712149,1.37968264330466,0.477052149984796,0.545484496846253,1.06819766861426,1.16214685827472,0.494215938304917,0.552665762257871,0.112772821911455,0.904608231671582,0.0319252059544809,0.280582085037151,-5.83586576037946,0.958227167607824,5.40621090320375e-07,-1.76315001813064,2.36853889176909,0.903882436410207,1.48246408971445,1.12279799180037,0.400963523822986,6.43576933942527
"26","1",0.235438260842239,0.213369241520938,0.434262557653671,0.53976978145642,7.53213895766916,-37.7045061997828,4.58495559795353,0.958333333333333,1.67860607948229,1.18577409729632,0.978265779533648,6.20816499101886,0.850657634898169,1.36472624306604,0.469710916264424,0.532005163216398,1.0666598657614,1.14707244041344,0.47745952252123,0.552852705509536,0.112742071329485,0.90433799381705,0.0319540470159519,0.282101960185182,-5.83150244654038,0.958201477493088,5.45733607354847e-07,-1.7983625972713,2.36882956122726,0.903068887025788,1.47591363285852,1.12550828747792,0.401257226489927,6.39799002456245
"27","1",0.235438260842239,0.204417686454091,0.434399829884906,0.535624773274873,7.56146976109909,-38.0201582958709,4.58216674384539,0.954166666666667,1.72517599984408,1.20336306609477,0.978430640033815,6.21576194906066,0.852168376131748,1.37686057533853,0.473939839486093,0.536784256964613,1.06833799290304,1.15920618236984,0.492769187874763,0.552556060996117,0.11221277519586,0.904950083722048,0.0318695636578236,0.279903835278812,-5.83043683032892,0.95825125346788,5.39609002124367e-07,-1.73045352620138,2.36625674993289,0.903796152022011,1.48280405520156,1.12496337180039,0.402026432270293,6.38921772011466
"28","1",0.235438260842239,0.212972905197856,0.437098128369681,0.532447679436686,7.69513923568128,-37.5823519782251,4.58989942955617,0.951388888888889,1.6648696906753,1.16601662155988,0.977898231753855,6.16779163381809,0.849863802757701,1.33409802483246,0.48201052936391,0.556674515010946,1.06661080731937,1.17301765819578,0.512238678063999,0.554719195240229,0.113674525734673,0.901232790083018,0.0333342663656662,0.280545325010671,-5.89892584250341,0.957065400053274,5.86607626851188e-07,-1.88994118786639,2.28131909132547,0.901828254791197,1.46428950453953,1.11851231118077,0.396203057997176,6.47090241860674
"29","1",0.235438260842239,0.207208337930994,0.436184246800115,0.5395597508971,7.67867424386631,-37.6827911994395,4.5872943627231,0.951388888888889,1.69936974195631,1.18060246099338,0.978081677667591,6.17926962696089,0.851306285009537,1.34902012778194,0.482589789788409,0.55590830095089,1.06796259315556,1.1729650228936,0.512178890507126,0.554181731800876,0.113071086853272,0.902033080464521,0.0330436057421125,0.279441028829864,-5.88325435156118,0.957272476884363,5.73746608693016e-07,-1.8401825387132,2.29358015804975,0.902623152528533,1.47094577577544,1.11877437335438,0.397550868431976,6.40378771787509
"30","1",0.235438260842239,0.20838273785886,0.436042142834377,0.541378042011071,7.6630257233555,-37.660164265541,4.58645946169045,0.958333333333333,1.69224412980045,1.18114466316133,0.978103079640224,6.18435281266421,0.850794243434719,1.34640632028134,0.483197649228884,0.556264265676084,1.0676366859137,1.17716001409136,0.518397471657225,0.554032857841589,0.112780928015672,0.902356465191384,0.0330190857601019,0.28028742032594,-5.87746764028008,0.957372866712476,5.72555656177277e-07,-1.83441134451888,2.31464790040143,0.902424474150877,1.46911937719239,1.12074311170166,0.399389090847034,6.37447892062525
"31","2",0.235438260842239,0.207087564322546,0.434155384162027,0.541322144901421,7.45085419155007,-37.9248636671474,4.60703035056114,0.956944444444444,1.56881387920714,1.1410383826196,0.977462871575506,6.18243600390806,0.853575227224046,1.36637042823911,0.506608128044451,0.597839006868606,1.05630122524226,1.24388129667936,0.584349053913401,0.552955915682155,0.126882008338478,0.903401089810393,0.0310268543192389,0.285211765726706,-5.8730918397852,0.958802936295973,5.40184136274471e-07,-1.84852597868273,2.38195533573805,0.901969944954014,1.4590391242994,1.12765600090825,0.412985031043368,6.76812837415117
"32","2",0.235438260842239,0.209404488596898,0.434620364763491,0.54027219711213,7.45982415379893,-37.9932872934745,4.60714227869136,0.951388888888889,1.56446701151926,1.14069032288523,0.97739724144661,6.17383122143306,0.852637562646963,1.3514303425201,0.507258729959582,0.600661470673864,1.05697754760609,1.24548603810405,0.588882598026741,0.553496397502305,0.126220389747239,0.902915269065614,0.0315403833124809,0.284874208037204,-5.90742483424198,0.958387224337342,5.56361703921604e-07,-1.84628468645712,2.37871230169896,0.9014361546266,1.45474160963372,1.12916578625315,0.41425487052777,6.83470614977087
"33","2",0.235438260842239,0.206347827769822,0.434540007128073,0.546897398976766,7.45601957279292,-38.041370577321,4.60600305763824,0.952777777777778,1.57348853783414,1.14665862368843,0.977454205670528,6.17879889416096,0.852986618234695,1.35421981265471,0.508452084912811,0.602879056126965,1.05725787100719,1.2491095119175,0.592925758918073,0.553315440790292,0.125971497328934,0.90347444579845,0.0313726958079212,0.285151941147387,-5.91052139720999,0.958450032726789,5.51115825930322e-07,-1.82790505842171,2.39884472524763,0.901591049166137,1.45590964765261,1.12910063322307,0.415041244767134,6.82522117415434
"34","2",0.134536149052708,0.223683699055539,0.44217581145963,0.53976978145642,7.55028838936396,-35.3270917291866,4.59737565480533,0.952777777777778,1.40888641093708,1.06806699696128,0.976754812936358,6.01380969402698,0.84567181565229,1.20196982255097,0.519762847354199,0.632081932828374,1.07432208459253,1.25787196717162,0.611857085868609,0.563723061689171,0.100059455583744,0.892243069087699,0.0427658280057337,0.305718155291072,-6.37864206715363,0.950521812143971,8.79207465231043e-07,-2.49950013028745,2.22565510106782,0.898106128051821,1.45375360132706,1.11515265500357,0.397853072841205,5.75939403282866
"35","2",0.134536149052708,0.220174948907569,0.442265163706966,0.53976978145642,7.54905313373004,-35.3519268407152,4.59694708061203,0.954166666666667,1.400797192523,1.06899538411133,0.976753615665924,6.01120853629366,0.846040639036275,1.20007124923648,0.523321166097927,0.639007720528499,1.07521217760835,1.27003825455989,0.625772186924278,0.563976610798762,0.0996274159494369,0.892212598269967,0.0431680207429513,0.30569762743871,-6.40277000000027,0.950265367149764,8.90590971407018e-07,-2.49063356979662,2.23769631233822,0.89806559075275,1.45490866816708,1.11733748053135,0.399636664159489,5.77011290190882
"36","2",0.134536149052708,0.22428428072814,0.44213006568067,0.535050076961911,7.54688264095556,-35.3270425041465,4.59704892296726,0.95,1.40320775445562,1.06923524775567,0.976765548631943,6.01406723654941,0.846024203891194,1.20227101160664,0.521387454318344,0.634599741298717,1.07474937572898,1.26285446087376,0.617859183279096,0.563759220962826,0.099770382927425,0.892448750716226,0.042777193701411,0.305889951102127,-6.39174066832942,0.950444321578622,8.81700459137238e-07,-2.49141014446608,2.2413898496048,0.898156030119306,1.45513577966331,1.11522555849228,0.398613514280713,5.77736831181743
"37","2",0.134536149052708,0.203141149147105,0.431019836071404,0.524227062739652,7.76383203001272,-36.7564279985059,4.59067018136529,0.951388888888889,1.66992803901953,1.16988874670838,0.978552432618747,6.25148936342189,0.861906907496494,1.51076295650366,0.490785885343745,0.558369813365949,1.06166210841939,1.20551597600975,0.523884603106612,0.549265583216534,0.120374380321906,0.90648036304055,0.029338032987026,0.287601534640475,-5.58870560947922,0.961217591938391,4.36560460958621e-07,-1.9029679851771,2.40181346811197,0.908084264630239,1.5200959970055,1.1237069168079,0.403960462105144,6.23981318389687
"38","2",0.134536149052708,0.203221165647934,0.430869760239791,0.5283720709212,7.75989882130458,-36.735257971052,4.59065545148574,0.952777777777778,1.66755158265337,1.16945598303357,0.978515163194411,6.24761512813575,0.861668336121481,1.50332329975317,0.492734116548734,0.560412050304686,1.06172986368435,1.21288068935254,0.53412913672808,0.549437664946795,0.120040912017493,0.906328598849451,0.0294178973107577,0.287965329543719,-5.60523335523365,0.961074105222355,4.41873217884015e-07,-1.9104330649043,2.40714835603224,0.907867871699071,1.51756808725281,1.12445812402259,0.40445210287595,6.27377348648796
"39","2",0.134536149052708,0.204455522834739,0.430782217910468,0.535258582638328,7.75197449397492,-36.7059464875837,4.59138811877897,0.95,1.66546435018027,1.16925091378114,0.978511138249404,6.25003286292273,0.861648495195148,1.50768706090489,0.490461033448027,0.555240885345204,1.06110338723164,1.20592801571066,0.525565330803448,0.549286730980743,0.1205780678684,0.906445019277536,0.0293059016243433,0.288593368500965,-5.59829597399007,0.961205583188647,4.37392328778088e-07,-1.91768369143762,2.41725755570017,0.907991791591579,1.51960454524172,1.12273549933759,0.403190009058063,6.27243932090944
"40","2",0.235438260842239,0.199956624472128,0.431958061869195,0.52889811808353,7.5186597264076,-37.7856377501426,4.58997486552027,0.95,1.69181468108715,1.19000823110511,0.978326886328762,6.22684199192707,0.857502377951779,1.43076016893075,0.494800892919498,0.570142497938102,1.06345396880485,1.21031768204231,0.537652261261751,0.551166945272252,0.120366930688882,0.905776940162936,0.0306150143822824,0.284468729758146,-5.75044630683851,0.959642092137087,4.90160591834598e-07,-1.79903041578275,2.4311492814025,0.905278580274582,1.48988551867351,1.12428431021791,0.405022843780874,6.48243257730264
"41","2",0.235438260842239,0.203952941116627,0.431945119312216,0.53390177787784,7.51893377238676,-37.7628598518651,4.58962492268794,0.95,1.69718727593098,1.19091549186832,0.978333323128058,6.22586951271883,0.856990832625337,1.42664710557979,0.494667058039433,0.569769772408771,1.06370446419303,1.21186812423415,0.544481090519703,0.551247327581932,0.119653215948527,0.905597011891669,0.0307514771126128,0.284245576754073,-5.75362349380724,0.959559805795393,4.92343575255666e-07,-1.799594255742,2.4264641435969,0.905151273574473,1.48939586965378,1.12574298992956,0.405502113432085,6.45266271321471
"42","2",0.235438260842239,0.200169298578963,0.431834173071295,0.541076412183374,7.52631275027713,-37.8425926402196,4.58944434851248,0.951388888888889,1.70028276599276,1.19256788001527,0.978353642568517,6.22830360742853,0.857504243174899,1.43155246055457,0.496072679117827,0.572417930704133,1.06364825771348,1.21332955132349,0.545452669150591,0.551130294010168,0.120349283713737,0.905808116329623,0.0306296744944757,0.283886197427522,-5.74672246411226,0.959660455329817,4.89058483807257e-07,-1.78697724172767,2.42511470545215,0.905297693430198,1.49005176956337,1.12597295848979,0.405358863236341,6.47554882743749
"43","2",0.235438260842239,0.195564594105197,0.432540263371469,0.536029370119601,7.64202216860266,-37.7004955295438,4.58756378915999,0.952777777777778,1.69671368863397,1.18768074882434,0.978286706712204,6.21033010516087,0.856054634690988,1.40194833939652,0.497970116409969,0.577251529013329,1.06585935616435,1.21892763732105,0.551002754914158,0.55232422171295,0.116890152040612,0.904556364795383,0.0315676515036119,0.282860071225413,-5.79848398546837,0.958745695552298,5.20987163642203e-07,-1.82329075766003,2.37783857699495,0.904456427727093,1.48312048934362,1.12267618074607,0.403442856129744,6.46625756233299
"44","2",0.235438260842239,0.19404840932128,0.432287830510945,0.541543590708363,7.64363166221495,-37.7329467791355,4.58751836950223,0.95,1.6981477289998,1.19064270367538,0.978320425305579,6.21497386374399,0.85604537374802,1.40637548234794,0.494916658058717,0.571956658176908,1.06569268345549,1.21005516478085,0.540715794076151,0.552094413887295,0.11735859496997,0.904959249546057,0.0314178605607104,0.283076385807437,-5.79331626662635,0.958894859860761,5.15384591303621e-07,-1.81161491015531,2.39413274036383,0.904577810966213,1.48447309162444,1.12344281532847,0.403881208417777,6.45464261775922
"45","2",0.235438260842239,0.202429347033718,0.432165410535901,0.542794382327718,7.63173971448857,-37.6581707981177,4.58705583456187,0.95,1.69850575925607,1.18901619400145,0.978320471371472,6.21198458162071,0.856523203810607,1.40769676235084,0.495912919556317,0.575108961036145,1.06618412517397,1.20911969493946,0.538079557692963,0.552221705860917,0.11661884718392,0.90474196296921,0.0314395732928818,0.283004640961306,-5.79733594714426,0.958805946810987,5.17042732441847e-07,-1.82663191839622,2.38174021190609,0.904703476026031,1.48523048157569,1.12078017108878,0.401947127728062,6.4546501825168
"46","2",0.201804223579062,0.205458667276784,0.433928998644994,0.536016913281465,7.75398492380564,-37.4495248245993,4.58534120027396,0.95,1.66934162588857,1.1818600805643,0.978113664637858,6.17735843847268,0.852163271183688,1.34125040294002,0.49506447435278,0.578056635605863,1.06950304042975,1.20422336696827,0.539619002500281,0.55469868649848,0.110980314868037,0.902777188959895,0.0335884049903265,0.283697231282923,-5.93816523161366,0.956876552733863,5.89593534182984e-07,-1.88146262747466,2.36386471448922,0.90262230851926,1.46955138204934,1.12344817275696,0.403032071558812,6.44375201624008
"47","2",0.134536149052708,0.215494686732627,0.434272446069757,0.541669194129218,7.84588890268485,-37.3945496129503,4.58137588943227,0.95,1.70139652916786,1.19055662592388,0.978315228733683,6.18638793785169,0.853391719280567,1.35686258114114,0.495110589199061,0.577350403653434,1.07146157828286,1.2054024180344,0.539811159630727,0.554334927769005,0.109763430248673,0.903124902027099,0.0334613984508207,0.282457828376486,-5.89956265171263,0.95708198445977,5.77059467408456e-07,-1.86990352667181,2.34386024093932,0.90340288102878,1.47580201584234,1.12376891018771,0.401770863796013,6.39009748637476
