"tsId","class","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","hurst","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift"
"11","3",0.304436516115289,0.61226333561193,0.730137812549223,5.26537151220702,-8.23901227899793,3.06889351734367,0.955555555555556,-1.3093602925947,0.445575561469468,0.971540423616216,3.57587588108756,0.833285419896451,1.95011973729236,-0.0499146289575111,0.0937564877815758,1.45329834975712,0.762599858232209,0.0166977769152439,0.590231300410492,0.0154969591563298,0.995877042433665,0.823586217271165,0.076328103468265,0.759637748321382,-5.89314820498039,0.986510085876022,6.39341881159741e-08,-4.54651104983221,-2.64123255791759,0.751740612340958,1.08681190113922,1.70552447853367,23,0.613750866600243,25
"12","3",0.269440408548496,0.606840517948589,0.781218989224123,5.68388599182491,-7.6584833661268,3.06703493286736,0.958333333333333,-1.35951039422697,0.407633191678535,0.971935231631438,3.65721120170901,0.821065996438789,1.84427612364096,-0.0730424527559156,0.0531234222515981,1.42791502727474,0.702210692143413,0.00701090129296651,0.587860071656323,0.0192330259009834,0.995884725005343,0.826199171989578,0.0814247293842897,0.785831979583163,-5.78494888451063,0.986631075902882,6.0741998638251e-08,-4.65741593466303,-2.41760806745669,0.721423523225404,0.893922898775748,1.68795065238848,37,0.5949660516823,26
"13","3",0.359719339749211,0.628472330845035,0.821848011998893,5.42960860452281,-8.36829919704562,3.04145746956145,0.956944444444444,-1.34529944303505,0.48344690201706,0.968931107033888,3.52596455571774,0.800550303983449,1.73304809227797,-0.0770856969166927,0.120238376523624,1.374131386121,0.6715019991162,0.0272606670304401,0.592269795396532,0.0799889769564956,0.995847637256504,0.827370432965316,0.110338206673109,0.768665601721781,-5.94093664970939,0.985911634004882,8.88393697193709e-08,-4.6263213524699,-2.40003084327825,0.694494176940329,0.763171842646072,1.76947347805259,37,0.643866996512292,42
"14","2",0.297696293804278,0.589347911281882,0.742660045665562,5.40498878456052,-7.57710734055243,2.92360354945835,0.958333333333333,-1.36731595908269,0.40944740176378,0.976140997171703,3.91001567797061,0.875884390535531,2.17728938443674,0.0716013325132364,0.0895639771948859,1.50721552497165,0.879513293596114,0.036269851262822,0.57892109056701,0.00884950422681526,0.996112809353395,0.868969880148275,0.0651885179309936,0.849322193132534,-5.08381164187866,0.98964184698915,3.44704489724943e-08,-4.89559888064618,-2.55399995739315,0.790244183336578,1.23389608523015,1.73944592517962,37,0.582919912807514,26
"15","2",0.359943804482283,0.633383647979263,0.835646727195671,5.45027586533347,-8.23370742121599,3.08425670778829,0.95,-1.30627888473506,0.474725075076228,0.969710463510196,3.57740348982305,0.826630047420719,1.71125865204336,0.0162349330999579,0.128218187328324,1.38499653859911,0.756601297815872,0.0495489176974186,0.591064672771289,0.05247252423096,0.995846802927182,0.825292435557621,0.082186251987008,0.718053298602208,-5.9897507255255,0.984361396196664,1.00828128925726e-07,-4.32823118498088,-2.78428265973803,0.727922041790502,0.874019847099425,1.6771630635338,10,0.673896345921954,25
"16","2",0.282096183619878,0.612246777696516,0.790282389734184,5.46606044411153,-8.1881854606418,3.08725274137347,0.965277777777778,-1.32962172159084,0.451823507712511,0.970959096097221,3.59017692233592,0.812945139881901,1.79461440975132,-0.112890721718462,0.0799768880656507,1.41944691430901,0.704367148203667,0.019712278250584,0.589210651759385,0.0162648873624563,0.99587430618375,0.824318271629935,0.0922530026295736,0.759483993643982,-5.90994111770053,0.986628564167776,7.06016872715789e-08,-4.57059000014487,-2.44040472863565,0.723576090756206,0.883765796857528,1.7064055252718,24,0.622525017262194,42
"17","3",0.297949824223184,0.604811721945113,0.767335612660229,5.25360890017763,-8.37915021436659,2.97527652404736,0.954166666666667,-1.31083993305896,0.478367713672417,0.972121889003333,3.66281053905164,0.844352778358621,2.08543450954262,-0.0501745789019882,0.0806309089121242,1.43095416164537,0.761132662438101,0.00820825191921829,0.584645462091246,0.0241757814515076,0.995975403017439,0.839350165340205,0.0836330542635028,0.786973920521097,-5.59463788983448,0.988482411941678,5.46119031739009e-08,-4.69798220099917,-2.42997087934869,0.743038887026308,1.02367122034177,1.71049075013674,36,0.564852168920946,43
"18","2",0.327688637184372,0.614799971892179,0.790560961038926,5.40446486897808,-7.46545923560027,3.06842811718463,0.951388888888889,-1.3758715974682,0.368772339595862,0.972231926772259,3.65905107439361,0.809856828199581,1.634673676596,-0.0422145595081076,0.0713158743167876,1.45169512251044,0.694034864390305,0.00501125805767311,0.591781786747782,0.0180298667675697,0.995862307379844,0.838793867841598,0.0780912054481609,0.782535241456634,-5.76835069797984,0.984874224887325,6.29718919039441e-08,-4.60169261654322,-2.62882811331566,0.721773891480219,0.930291188728197,1.68667386945901,23,0.666375262613411,25
"19","2",0.289637857828881,0.588606296305385,0.773934282271276,5.42519044482667,-7.98912612863159,2.937952484055,0.958333333333333,-1.34525180482634,0.435954859303485,0.974473995293609,3.78581157094579,0.872899966276726,2.1811871942686,0.0627425160704686,0.0897685178249681,1.48372698127485,0.84108646010949,0.0135742405415306,0.582461620114432,0.0125855607375365,0.996049361068046,0.857811136338534,0.0696318245609627,0.807175920750074,-5.34112976778814,0.988795996942302,3.4098280111827e-08,-4.73744375578229,-2.58257652218202,0.782181672390991,1.16507949137997,1.68644031069623,37,0.562329686541166,25
"20","3",0.305722997624236,0.607877755441585,0.778924041225156,5.23441312228632,-8.07773139829636,3.08334815887744,0.959722222222222,-1.35428682778354,0.439379808982446,0.971419172217827,3.65012292655031,0.808682781650313,1.79190253232464,-0.0877320142968812,0.0803430504283942,1.41284199014053,0.685280036026394,0.0163235598414438,0.588622239353452,0.0253795761322056,0.995878261418554,0.816249537476039,0.0899383023229688,0.751222294607296,-5.80319235318462,0.986122101369832,6.31175077356066e-08,-4.47957737862709,-2.59095081619699,0.703624271819406,0.874545958058616,1.66463430791188,22,0.694148490906722,25
"21","3",0.295092212553694,0.602604338638709,0.818062721571896,5.4226260436093,-7.81000350408567,3.01012832842382,0.958333333333333,-1.35481885712647,0.418151007843357,0.973561074359207,3.74257385065053,0.838172703043549,1.98306647139879,-0.0481394763900682,0.064529295618034,1.46106188953762,0.76621067878473,0.0137040470656807,0.584392888285762,0.0165630689515405,0.995975403017439,0.860178939992856,0.0685109584230614,0.820181363102397,-5.49989899092109,0.988067120415573,4.54985718390104e-08,-4.795902607811,-2.39430332019651,0.740998693651014,1.01226227694349,1.70000601501827,37,0.602567600312968,26
"22","2",0.331909701774125,0.619595995330501,0.781839309931874,5.72602138608302,-7.59380618252507,3.1006092865649,0.955555555555556,-1.38173520585332,0.397049935145598,0.971995673748569,3.70739357722507,0.821194023853476,1.79102307018304,-0.107320217981342,0.0932772881931509,1.419080727335,0.736538220796703,0.025583476656602,0.587397938710671,0.0125347496950327,0.995934690622109,0.811984252858556,0.0847190703181924,0.75341224091277,-5.78539910170897,0.986344266015163,5.75988584731194e-08,-4.45858407030166,-2.64930047047689,0.734794082569436,0.98584119269298,1.66886525002776,38,0.605362492350727,24
"23","2",0.297886955693334,0.59175812480282,0.763231167008918,5.67812540923826,-7.71465763775066,2.88838123853851,0.954166666666667,-1.36092112257483,0.429555710562409,0.974832567970839,3.86198386831878,0.882052830528657,2.23453867901026,0.130476471980045,0.172980251149353,1.4640920819226,0.8652541454136,0.0197421066588465,0.579828438816535,0.00604473355532833,0.996079810099605,0.849341362402736,0.0761562667252027,0.805142337462529,-5.23152122489873,0.98937255769556,3.00207119006684e-08,-4.7218921838859,-2.46040767981459,0.774208702672756,1.18475574406125,1.65910284040414,37,0.57967988450528,43
"24","1",0.247824055418107,0.53787269152309,0.775746257151657,5.80686410826201,-7.25568800061345,2.67454123401907,0.968055555555556,-1.39496137610027,0.42507042389572,0.97955044066713,4.30931764248795,0.908066269245867,2.52199807536827,0.153580471399026,0.201085984524289,1.5284219488106,0.989721271624794,0.0540744395627831,0.568134780364497,0.0223104965256929,0.996353925275024,0.889696001747968,0.0633924472704211,0.918709775998543,-4.08711949982742,0.99260133591314,2.1782408411832e-08,-5.15999248541978,-2.79612695382426,0.821232372840664,1.54748866627899,1.5850789733655,36,0.554914503558896,43
"25","1",0.31149520411637,0.560182464042513,0.767998795115706,5.96543987640641,-5.98809718651624,2.82009511380767,0.956944444444444,-1.42315037345849,0.300337773961103,0.980215358211539,4.50008419230748,0.873587079067412,2.06745246556236,0.0184220746367845,0.083332262339665,1.50211447400665,0.864510087506911,0.0412107600568413,0.567398782223596,0.0272686435706253,0.996339998781364,0.907374086446169,0.0463265119318697,0.943115250436937,-4.15682378135009,0.991430457792175,2.53906066012706e-08,-5.1503107724984,-2.92777019386847,0.781538772162906,1.20958328170406,1.69036097659319,38,0.460688408519836,34
"26","1",0.279475538677097,0.568176088639859,0.778642620446054,5.84605430203954,-7.57929389444753,2.66963434455275,0.963888888888889,-1.37534180960242,0.455740891851764,0.977172754968009,4.13327120308394,0.918437063521665,2.52017197721499,0.260120188361153,0.333733187503715,1.46598296135425,1.0718361070808,0.219071335673904,0.572056138437331,0.0179884170737991,0.996269111189189,0.891504934975891,0.0646038932387184,0.865304953749277,-4.4267593534915,0.991774468146655,2.52707294736599e-08,-4.93372927181335,-2.89201010641378,0.823265835856817,1.42138774815006,1.66883305599953,37,0.610875482687261,43
"27","1",0.295333481013589,0.567973032110236,0.727892656648062,5.73516986340841,-7.03231049529593,2.72742608753086,0.959722222222222,-1.38811087311395,0.402649104719126,0.977938900595796,4.05074227128267,0.909922345051835,2.51350019621902,0.174346666220219,0.216883621325501,1.53483655389925,0.991126768326335,0.0912865542164275,0.572614241460061,0.00984713999400902,0.996255879906841,0.889518505666992,0.0576440483110789,0.871445447594088,-4.59347297745195,0.99147344590264,2.13368580917515e-08,-5.00221345117316,-2.66893441973756,0.808171726989576,1.43489790344428,1.71102891544975,37,0.551218478609023,43
"28","1",0.298847264853872,0.573152101305994,0.728346827640983,5.62445456705009,-7.59690763978538,2.80076671945091,0.959722222222222,-1.35945298488704,0.432527418359644,0.977266025010119,4.0320380038053,0.901547498572759,2.40346165217161,0.106328219259571,0.231882008490605,1.52308686497271,1.00466535436572,0.119157260045614,0.574856671298995,0.00628843233446605,0.996223959904323,0.880052477179446,0.0603925814257164,0.851569863054472,-4.7546910099586,0.990938952836633,2.50591267898468e-08,-4.88029181888849,-2.82383451700239,0.818028810600871,1.37943661017067,1.59977856896554,37,0.565812638832956,25
"29","1",0.305578870204906,0.586215876476398,0.755969314942395,5.61842825742336,-7.751627527563,2.88156277496397,0.954166666666667,-1.36499788006052,0.442257195138162,0.976483845596873,3.98132591317298,0.883699076244687,2.11649815428239,0.136459512152585,0.185486889246455,1.50861805875799,0.894324733957871,0.0427296929450621,0.580139146286488,0.0229500065801549,0.996133471994043,0.845506799734401,0.0703179409319302,0.803907968560782,-5.00831071374662,0.98887139850684,3.68086526392152e-08,-4.66627816963722,-2.84421003493318,0.794382640589187,1.25549288714241,1.66610115162205,37,0.63383130967672,24
"30","2",0.287337600466659,0.572949059683262,0.767016457435915,5.59779269049914,-7.53756835432086,2.89026094861899,0.958333333333333,-1.38920929490001,0.412463895792346,0.97601499008346,3.95874083126612,0.888413022578145,2.17720474246013,0.194579638090291,0.153023521514725,1.48964775468038,0.926201270199888,0.0635170601432099,0.577643969138204,0.0187331846778923,0.996133933867279,0.832137045839008,0.0782351802148071,0.835295440646719,-5.01983486682972,0.989369637130178,3.05660589870124e-08,-4.79690728945851,-2.7900119497188,0.793374934273296,1.20773104551368,1.72095961896325,37,0.578821213543881,33
"31","2",0.284274104355761,0.578353337709305,0.747594128517463,5.62782931793225,-7.85508605595296,2.80050277201938,0.958333333333333,-1.32282676888265,0.457196072478185,0.977106584079107,3.97042254790172,0.897859116541783,2.45405971949191,0.142961207940735,0.170021389721313,1.52419550624832,0.906554310802632,0.0360817421400733,0.574594855601409,0.0204914683357283,0.996197929817839,0.869453347827936,0.0658753991265481,0.823724992123044,-4.81766369527277,0.990801239210789,2.56817494373021e-08,-4.81115774388394,-2.63617322385702,0.784519340273283,1.30617397430249,1.68319134581223,37,0.589227216548937,43
"32","2",0.327141209988327,0.563635951347813,0.759464389326026,6.00030823830851,-7.4289693067064,2.83626736528194,0.961111111111111,-1.37416729106117,0.39926976811382,0.977042627840649,4.02173008729727,0.892180116750201,2.2301717423055,0.142567517558679,0.13404099399407,1.51259270868771,0.910132810848008,0.0460232052972204,0.576777716250022,0.0197978874933862,0.996193356296187,0.871263083883439,0.0623318349115246,0.857853706371049,-4.8028517720921,0.990131240735442,2.92652476180315e-08,-4.90343447306272,-2.81533944832084,0.807264230475109,1.29030329349439,1.59221204697855,38,0.594996729758934,25
"33","2",0.288519676579322,0.578564302667999,0.782327197729455,5.2212828771708,-8.14723187531272,2.92814886395608,0.959722222222222,-1.36183586938002,0.462980047790052,0.975003873911826,3.85276689099536,0.868309562536909,2.21254329862639,0.0411357061825118,0.118558796560993,1.47563220950758,0.818412768147443,0.00788098065328157,0.580804205378915,0.0087304997655841,0.996092823055357,0.853781609651488,0.0727203388853467,0.815326796164849,-5.1720152661821,0.989328922263108,4.12045483508763e-08,-4.74909915138814,-2.70245692912611,0.774974302704235,1.22327811199722,1.65769714572596,37,0.615016562108759,25
"34","2",0.281180575510636,0.561532196289226,0.753674366943428,6.1154879105498,-7.22620279370035,2.75326592517171,0.961111111111111,-1.36178971052931,0.409267144261673,0.977540415939974,4.10543720862269,0.905187524645891,2.35544733006271,0.24597345449141,0.272704052003373,1.50286488956665,0.996571886904732,0.117065890422742,0.573747216871187,0.0222398217868118,0.996234010989884,0.889477163658695,0.0572382175760305,0.884545083863605,-4.51756848928576,0.991042989074251,2.69547679458579e-08,-5.00361457816256,-2.9462053491549,0.825040363934442,1.37350681028029,1.67224355993504,37,0.592176279562286,25
"35","2",0.289182592586159,0.575880634635057,0.750413803170218,5.39838957912892,-7.56976554089609,2.93773476712186,0.954166666666667,-1.34800202820134,0.412638015459219,0.975499979153824,3.94516467633219,0.885606453910451,2.19648009999441,0.171317014018315,0.130621997218495,1.46493139072972,0.886318876143108,0.0303076896346046,0.579315769940396,0.0148444503289566,0.99611909597595,0.87272559272229,0.0587273107397193,0.840058018420645,-5.10038954502912,0.989412639748331,3.27277172085782e-08,-4.82059097008791,-2.69937724602972,0.795488757291557,1.24296947814326,1.68059722285298,38,0.538629066197056,25
"36","2",0.30850453441902,0.600853858453741,0.735390891002634,5.57885164486719,-7.04928252947057,2.92769755045603,0.951388888888889,-1.37870649991558,0.361026716007369,0.976129140158963,3.96045634190832,0.875725163307007,2.08120130548266,0.065271584764376,0.115688457699391,1.50190092707428,0.873444860044727,0.0342766159525719,0.579598809297664,0.00578686921027368,0.996113079386271,0.852289883861896,0.0653210416833148,0.846779637137788,-5.08258880646724,0.988999077328474,3.05677466333322e-08,-4.83638279148124,-2.79350923385403,0.797900134664457,1.29574808032163,1.6448261749854,37,0.554148104872287,33
"37","2",0.293605134520626,0.587018081661909,0.770131262811031,5.41000088206071,-7.78833781862212,2.93515965447697,0.952777777777778,-1.36970393973315,0.433794412922745,0.975356924973857,3.85351079231638,0.875877619927251,2.18636544673274,0.0900204884141735,0.0763387681788202,1.49492322079094,0.855537638169276,0.0173699673115525,0.580382547128142,0.0106775513402739,0.996087566796281,0.855189615313166,0.0703441989477235,0.806949824147577,-5.20010023661117,0.989287700623226,3.39276802812032e-08,-4.73067001730852,-2.61277333264101,0.781530708114553,1.173268490759,1.66108320868181,10,0.589059072376978,25
"38","2",0.273220018736223,0.5825439990393,0.767836314812063,5.38797651664037,-7.45505033273954,2.98138204593882,0.955555555555556,-1.3663284728717,0.39365313309021,0.975216070975793,3.8635588697213,0.862100042287079,2.06228977555074,0.0353943857371984,0.0540907446326165,1.49013671088134,0.815021025452315,0.00513029431408239,0.580785537131186,0.00774413990882548,0.996056542716939,0.854831993549138,0.0677121561453316,0.829865280081268,-5.27330740352148,0.988575623325743,3.80413552640108e-08,-4.79778167107531,-2.57974639774093,0.767795963969759,1.07959209489853,1.71807678576399,37,0.552206934599473,25
"39","2",0.313645350351903,0.597218559475622,0.770131262811031,5.44128812963429,-8.1140232643875,2.96115938722466,0.951388888888889,-1.37231460676552,0.447604729971214,0.973495182009456,3.75396891675957,0.870738076668596,2.12900902701549,0.107594149658027,0.105742376945932,1.4519155959847,0.829448407221389,0.0216527183623538,0.582694419359842,0.00970897374689146,0.996016115413377,0.841743252441163,0.0867283629644786,0.808076209013822,-5.50251568812671,0.988429589321743,4.07699928356423e-08,-4.75387520486068,-2.37914989113271,0.765237849086812,1.02637663869556,1.72034694899717,37,0.613413610910433,26
"40","2",0.266085964820113,0.586533015342358,0.733095943003667,5.70230107960811,-7.9076041264175,2.94116836135081,0.955555555555556,-1.33724219042558,0.449179659298146,0.974438451269622,3.79843895142343,0.873748979359894,2.23665623962273,0.0432413189573223,0.111246256061089,1.47283495904836,0.835374275838663,0.00708177321861318,0.580902199194886,0.00907306598486305,0.996067136610425,0.854723600429543,0.0681452631078167,0.820597185177118,-5.30366513629764,0.989339651002627,3.65306434440102e-08,-4.7786798909723,-2.64171383137661,0.783443400053942,1.28649204056746,1.65709768597205,23,0.565690113243564,26
"41","2",0.322098595022752,0.61869951205031,0.769203263642589,5.23133383728969,-7.80398781565257,3.06976555857522,0.956944444444444,-1.36402463607199,0.399553220613065,0.971260355424861,3.66044102607419,0.814985779731642,1.76392805623471,-0.0811249426702922,0.0800687011673825,1.4046295990602,0.70512546256682,0.0107856510449929,0.588852170268673,0.0235319494852184,0.995875236014885,0.804977573639071,0.0905725668205405,0.732221847127177,-5.85685616660165,0.985961237198145,6.46091918886035e-08,-4.39975945354527,-2.56591183692833,0.721648730452364,0.867075038175419,1.68803274786313,36,0.666256725231588,25
"42","2",0.307761771649869,0.586664248346774,0.765214908992377,5.862845531621,-7.3278553817354,3.01304003759117,0.956944444444444,-1.4176590786427,0.39114216491705,0.973723365687118,3.84961858401037,0.826470233764028,1.88589984927104,-0.0528525239837036,0.088134236917449,1.42595825633014,0.750641069342905,0.0266542100814403,0.582097587388599,0.0273960877813607,0.996039661210236,0.848959934638053,0.0795854440007466,0.831295939808072,-5.26633957763996,0.988350665877799,5.10915407712901e-08,-4.79109010793391,-2.68698018641824,0.73171435455173,0.995518272024987,1.67059270002075,37,0.645958010556767,25
"43","2",0.29895542814335,0.601533471789509,0.782327197729455,5.40979786196595,-7.6761976092846,2.9961701423171,0.956944444444444,-1.36884794185314,0.404585460236087,0.97452961624366,3.77440165010832,0.866948294418941,2.02851624746356,0.0944183026390552,0.104332618121864,1.49881893077497,0.819142573524039,0.0150511528735964,0.584315787994206,0.00996310221136804,0.995975403017439,0.842078241648038,0.0747363151132987,0.801222658683232,-5.5245513289201,0.987605531300748,3.92143825849842e-08,-4.70800424480593,-2.36140108662063,0.76884164478657,1.07263703302229,1.71233844622281,37,0.620410888616329,26
"44","3",0.303595397924836,0.610550316718241,0.755044718569217,5.4611207417649,-8.28050883946323,3.03141850299341,0.956944444444444,-1.32030763375127,0.477373351128088,0.973008284001314,3.7213595499371,0.844513144782193,2.09763101496556,-0.0626371493455129,0.0863516067809699,1.44418085739136,0.754260070525226,0.00545984983364249,0.584472465539093,0.0136937905063689,0.995975403017439,0.840665350707585,0.0745211524094968,0.761183827252689,-5.57431364634733,0.988241407122543,5.02761292675253e-08,-4.52083644421707,-2.64759790530763,0.749970810034354,1.11354665337646,1.74333307721623,37,0.593364307464214,25
"45","3",0.32986645169052,0.625056902869877,0.794837373193199,5.39725209517006,-7.54638346249332,3.11521151313178,0.951388888888889,-1.40000306514317,0.38429030554394,0.967518258363521,3.4545375247303,0.787754450638731,1.44696992979976,-0.0283480937915047,0.0712489110240529,1.36059270892007,0.637108154296441,0.022216198458769,0.59736145491308,0.055301076124092,0.995726972621526,0.819630280127539,0.106735649047099,0.760571766946186,-6.33141329474274,0.982561743724954,9.92753781438201e-08,-4.56378368809607,-2.32119842250815,0.686513268828796,0.667959182139897,1.72138483040623,37,0.663209089795993,26
"46","1",0.317356942602889,0.563050665696975,0.792210455615665,5.70494830208237,-6.7284523619575,2.76663497907065,0.961111111111111,-1.42975298005668,0.386341416004766,0.977277473873875,4.2796395581813,0.877364548563305,2.15412200942289,0.0285668560939804,0.15209598706347,1.4429005056163,0.894626712348073,0.0782729835298745,0.571493985002096,0.0334547998540968,0.996296347787014,0.900168518223707,0.0631146243201301,0.897590833519987,-4.26940247167714,0.9908812558028,2.86542445636702e-08,-5.01938505627601,-2.95613631249856,0.781135881572266,1.07686172458122,1.68467125214348,37,0.538770212690882,34
"47","1",0.283732644487615,0.56365103482509,0.759445876581921,5.37185589205466,-7.30878768940783,2.76446799821858,0.955555555555556,-1.3920501818969,0.395638255224983,0.977935845922174,4.14618008529922,0.906166111739041,2.34075519541259,0.237995279991561,0.210322021895521,1.50886413101775,0.973755931064243,0.0973238793478988,0.573438946215571,0.0234172393840104,0.996247390691965,0.897542791214767,0.0559224083526274,0.898568129344368,-4.46059560091765,0.990978908577237,2.24005201498839e-08,-5.04142391682358,-2.88917779797649,0.822184756880636,1.41037908742432,1.67900658208152,38,0.545423171864515,43
