"tsId","class","lempel_ziv","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift","max_kl_shift","time_kl_shift"
"11","3",0.0201717752278822,0.0220150365409013,0.317316526979902,0.581377775377501,7.63300132492915,7.59713153704139,4.69594715298244,0.638888888888889,-1.61020014864116,0.139443266044345,0.999710538888995,9.94153222209474,0.871059144300191,3.13193323410892,-0.187975880342779,0.0756289813085011,1.06211989698913,0.79956258758344,0.0429237416443109,0.319949652148273,0.0261225593549497,1.00198477049653,1.32205080402951e-05,20.814961153951,-0.487002917760092,0.977512995338441,4.8449304343406e-10,-42.2801244365487,0.260112140096085,0.997814479907718,8.88477444825363,0.592738216140062,2654,0.0509503647287575,2648,1.05778370656981,2663
"12","3",0.0282404853190351,0.0297920396946378,0.296120359494585,0.701590311733064,7.72089213855222,7.68788649879527,4.91494831179381,0.461111111111111,-1.31409676965392,-0.0966265420337505,0.999542985659829,9.90737323213347,0.832375432784878,1.84228685617817,-0.00939729777648089,0.0532289080830053,1.06792151106728,0.705380879644682,0.0335086639460021,0.332760412302121,0.0172664032845932,1.00056283984963,4.26316893940657e-05,21.5506161378555,-0.880202074104558,0.965483000181233,1.14392148602056e-09,-44.3604234988038,-1.48634312430463,0.997007693530816,8.73127853999824,0.745842365994448,2654,0.083597857839555,2648,1.7713059839362,2662
"13","3",0.036309195410188,0.0358573689489385,0.29678961238606,0.575995406209689,7.76254120985689,7.76190718309869,4.22595131076662,0.6125,-1.29282460477078,-0.0835337881270066,0.999298761574878,9.87559532082526,0.854146765395964,2.86688142092293,-0.211947135432294,0.0668522043988745,1.03582884845619,0.761613382633736,0.0480857871529908,0.347257622003876,0.00120823130452594,0.999859637542776,1.91862025299682e-05,14.6975360687072,-1.42421973178779,0.958796693213992,1.37142225773355e-09,-34.3558412757781,-23.9931043125105,0.997442425659742,8.71838813483764,0.615494051993251,1278,0.0522597076060991,1338,1.39341300942319,1286
"14","3",0.0242061302734587,0.0293243354791208,0.317828844495281,0.547407444156537,7.60859068315445,7.5843190674376,4.07752442425537,0.65,-0.874332151048995,0.680591439863106,0.999539303346344,9.91795296796589,0.821615747118074,2.56255242279493,-0.175789792067579,0.0565707361304369,1.03637801312288,0.688768705038397,0.054401127848354,0.324571823634535,0.000767811213096864,1.00182887328354,7.06837574969509e-06,15.1869324638192,-1.13940528379595,0.973505605108605,2.31050243512958e-10,-34.0830835032868,-12.2209837168809,0.99732897738068,8.76945358341511,0.486835129375799,865,0.043328263499714,868,0.601286873466245,1285
"15","3",0.036309195410188,0.0247538403983021,0.314704233148947,0.627354236773368,7.77368372105874,7.76982329409947,4.03405159773719,0.552777777777778,-1.0990285956055,-0.588765858886826,0.999360440477023,9.90521314802464,0.775777528498932,2.29007645674089,-0.291232664622429,0.111188647080667,1.01205727439207,0.661934175675365,0.117989408141244,0.32633805630023,0.0119666775873513,1.00042441098215,1.13827197034761e-05,14.3874476746414,-0.324720186255709,0.983336979730325,2.08586966576274e-10,-32.9234567433727,-32.7157760633893,0.996343615646325,8.39075632757276,0.570472973941822,1282,0.0430239995462493,1279,1.22682308164547,2156
"16","4",0.0201717752278822,0.0205560290844313,0.294796815784187,0.579215014575547,7.78568039213055,7.78258874331814,4.06971206664069,0.556944444444444,-1.23814529387194,-0.230248674758592,0.999198381992554,9.88561113167898,0.80374516092074,2.80692564455975,-0.230421531180811,0.0860587646099797,1.00833562059782,0.672455882810298,0.107128066889252,0.336014579071843,0.00387955571367129,0.999255952366161,5.52934774631429e-05,8.65846801441723,-0.133830579337396,0.975463212584912,1.62974660918274e-09,-21.0603389279556,-39.5763516379061,0.997780297120367,8.99407264355821,0.726044503296982,1298,0.118829709956684,1303,1.31320211158143,1285
"17","4",0.0242061302734587,0.0368468082549667,0.290368627955155,0.661442853627543,7.87950002458264,7.86059240772287,4.833538318239,0.422222222222222,-0.99677157195961,-0.213471401356675,0.999235606592181,9.85491587911702,0.554428274755852,1.70399865220011,-0.523062023053743,0.305678767692538,1.04910513705117,0.521701047417625,0.391649418226558,0.357576028138755,0.0138047076411946,0.998253353504499,6.94589477145289e-05,19.0615809659325,-1.20208696290572,0.931709882276465,1.08946781566725e-08,-42.7800308378815,3.48364300684615,0.997289264578218,9.06344067513721,1.03297902453102,2612,0.13690516030336,2605,2.32739200765962,2619
"18","4",0.0968245210938347,0.0681847223766325,0.417534091310263,0.67856292521412,7.94623431910685,7.94205101311991,3.93376577035412,0.411111111111111,13.5654675191021,3.26458657753592,0.998860570790205,9.66743552788551,0.293099804337503,0.91377432704236,-0.588370502936745,0.363841724866009,1.22344407763578,0.324219485881823,0.555195770810979,0.472134231596819,0.000638120126361697,0.995924410106174,0.00238188414392858,0.765007634599573,-10.3196619408356,0.757741220601922,1.21428074708136e-07,-1.17450761668446,8.72468985274891,0.996375658101693,8.97934123102206,0.502199110845609,2548,0.0586843172172312,2552,47.8737944752591,2575
"19","4",0.0322748403646116,0.059474550108134,0.30709630149611,0.651272896682735,7.85192613271578,7.81466308935905,4.83948221833725,0.420833333333333,-1.22472380502004,0.231404938413744,0.999335595185572,9.80002462007672,0.832856917279334,2.79094862536257,-0.372044495593146,0.205670137947608,1.21959634019793,0.855703753727743,0.182215078629018,0.400361354414029,0.00299656993796603,0.998011824297548,0.000612849049072003,13.8209757394997,-4.25089121682704,0.897960539938809,1.88713559158992e-08,-32.9119011883044,-11.0473219704047,0.997397279462712,8.70419497882621,1.38410274530471,2393,0.398509870259803,2402,4.99868213984227,2404
"20","4",0.0322748403646116,0.022101512390009,0.319306523461485,0.565304355375966,7.67507597024927,7.64725528936261,4.11294913348477,0.556944444444444,-0.945885617872446,0.486896173943689,0.999638445546217,9.9424154637734,0.60007080504235,1.72858680931949,-0.364517020638597,0.143979343921219,1.01898089682697,0.442856254343235,0.251958407724056,0.321223417329443,0.00204044193149008,1.0020309035186,4.29590619980747e-06,19.6661633823585,-0.354556073159392,0.982278318510313,1.62320557815793e-10,-41.4791349872371,-2.7230682648023,0.996804225292947,9.10230456052982,0.511350812650245,1292,0.0294419511787011,1297,3.69681180514163,48
