"tsId","class","lempel_ziv","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","hurst","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift","max_kl_shift"
"11","6",0.0956249285449269,0.0892850132985346,0.330230767792343,0.355861101236707,9.20030003976932,-19.8960353299157,2.84353146906583,0.956944444444444,-1.28741287328945,0.150682788801885,0.992061840395973,8.9124476388449,0.97619254344665,7.71762236342614,-0.000962016682150159,0.0345323868025144,0.994969093532234,0.975711446193806,0.0249970451313476,0.417040784943678,0.00208218758885375,0.999674143732518,0.9956807351219,1.73235858988143e-05,0.559313680212747,-1.32303620728832,0.995434161596713,4.35100277909138e-10,1.65657100818465,7.00202181526454,0.98212849674006,4.97733361591646,0.394075198824015,199,0.0131773488313452,217,7.18452977540019
"12","5",0.0956249285449269,0.104223965098413,0.348555068721565,0.378742580130438,9.15028783924718,-21.9824258632267,3.04412417024873,0.951388888888889,-1.23176327755436,0.253118450147021,0.99028023646319,8.70400741114773,0.975419303564837,7.22568549059839,0.0477822024483929,0.0224276592272184,0.990182053835717,0.961193528276371,0.0109541623301674,0.42881917793351,0.00354395091658687,0.999689009967143,0.988880280561839,2.80308124038123e-05,0.534273278827881,-1.62981292513196,0.992242613226326,8.01045757999995e-10,1.77182920082288,6.93986463591224,0.987858023112363,5.52101737909984,0.461643549090627,189,0.0224780995674704,196,10.0155480591762
"13","5",0.0956249285449269,0.100765200579489,0.347826511986688,0.378307154972311,8.92381213676993,-27.9675336781779,2.87059181291613,0.956944444444444,-1.28616852926548,0.279460440780614,0.991240584168814,8.79365170861722,0.980878851473495,7.1187972499565,0.130314804052456,0.0548013561480497,0.994757851096109,1.01134531102569,0.0378848795236832,0.424401314101956,0.00467579245987873,0.999674143732518,0.992370649685527,2.09981275673731e-05,0.483496516879585,-1.55508158325787,0.992321990112485,7.71752945531819e-10,0.0075082940967598,6.74385421303743,0.986110165477213,4.82074278266934,0.421061506559719,189,0.0143775126511449,205,7.80888564676011
"14","1",0.114749914253912,0.110062438250153,0.343334153704569,0.388605284368446,8.96721735088359,-29.4896122920036,3.0715784860552,0.941666666666667,-1.15384303103434,0.240908524245762,0.990882643667797,8.74207743043247,0.971465760732767,6.69820066489481,0.00452774653081571,0.0216735768475642,0.994507163720519,0.966134673676591,0.014202131522855,0.428874632990961,0.00491652098346057,0.999677471809461,0.990168703880591,4.38743167019165e-05,0.5242251565111,-1.70349465071976,0.990041849115367,9.53473086191367e-10,-0.914310470172816,6.68275354584752,0.986361044889755,4.93842696415774,0.51890117250041,291,0.0258918918016529,299,9.64557303726346
"15","6",0.114749914253912,0.0971657035476632,0.333378132526174,0.379757993935705,9.31446903178842,-16.4978892276337,2.80673353375439,0.941666666666667,-1.22240268894158,0.120282719341182,0.991894573041111,8.86523338488225,0.981227812915392,7.66623844474182,0.0112054460777564,0.0320992671375788,0.997275094420272,1.00068957445711,0.0304408981017912,0.42009245988508,0.00127021642739518,0.99969364284368,0.995317730778729,2.80518163546829e-05,0.5869878813008,-1.40273917794521,0.994131542376145,5.68381682406924e-10,-2.46088921918652,7.23011924678991,0.982440807017748,5.26610696916843,0.416271539428316,159,0.0159666745421161,437,5.25272413773711
"16","5",0.0956249285449269,0.100172766435657,0.339477189489462,0.369063730193317,9.22116383015535,-20.3089075935535,2.90612242302469,0.952777777777778,-1.24956609156726,0.189756130152207,0.990947225283697,8.77797411456722,0.9794641124446,7.33076918065809,0.0753274516422209,0.0503144518954289,0.992403870780798,0.972893047118722,0.0218974043170324,0.425860152625991,0.00321797340392807,0.999685619745338,0.990848808143443,2.20062090428411e-05,0.484221418162105,-1.55249182034213,0.992427928306308,8.96874138454142e-10,-0.0384694660926493,6.80800050094528,0.987051509631269,5.27236615080285,0.43451147327253,185,0.0158449804713563,239,8.07552431726027
"17","3",0.0956249285449269,0.0982108651089755,0.340647996747596,0.422489289336441,9.04238787536177,-23.4613467838861,2.86713651658523,0.927777777777778,-1.14212150211476,0.233643784137626,0.990260059784408,8.71745805355007,0.965783278395165,7.22508196229685,-0.0673204086095934,0.0233366630696378,0.989295614055454,0.938492919572748,0.0113852435177994,0.422128801339703,0.00209493816721766,0.999689847129698,0.990071932828407,4.50155334693848e-05,0.495319580976162,-1.45418778053466,0.993963810043346,3.8148924573628e-10,-0.175282006101712,7.59466930432504,0.983782323822675,5.14603980157103,0.488821084389252,314,0.0240403053455386,322,8.83574278882482
"18","3",0.114749914253912,0.101235838059618,0.339345404214636,0.452938888165815,9.00767766219581,-23.7327355436174,2.99862574661278,0.918055555555556,-1.29002567431895,0.151806937393184,0.992512148191716,8.97882458431569,0.961400428082685,6.02496703984575,0.223792136527765,0.0883346951885881,0.995038733284619,1.01058610914329,0.0915762994400116,0.417542738335096,0.0043507444803807,0.999690606816158,0.997164541608023,3.78523972844462e-05,0.755795598956022,-1.45816568746635,0.992806587086317,5.76334079508288e-10,-3.8486063012015,6.05256612832215,0.981424585763341,4.48429803003242,0.471278296460422,256,0.0232023128538148,315,5.37108123186565
"19","3",0.114749914253912,0.104574273359373,0.342162516111753,0.404712905366043,9.17179156766956,-21.9787812629054,2.95805972193894,0.934722222222222,-1.2026400917759,0.201651269617494,0.991149919346326,8.79232932895478,0.964882703791935,6.79371005723216,-0.0298589276486428,0.00589311456869303,0.993991758047203,0.932228099685558,0.0020032888778757,0.423242767278536,0.00306268518867961,0.999674143732518,0.992068997732654,3.68441498874697e-05,0.517138976699819,-1.50491612373578,0.992607288792433,6.6592369891231e-10,0.0592502900613505,7.41340108116808,0.982661744184708,4.8729940948852,0.470275437833814,165,0.0173007688837928,9,9.8951831318947
"20","7",0.114749914253912,0.101929974532444,0.336186886012113,0.386174385330398,9.4899002539362,-20.5066450222488,2.9330499542727,0.95,-1.06498089682738,0.146652156619744,0.990016499829556,8.71072650174571,0.976847446784887,7.08562758364508,0.189386578678631,0.0820630640809636,0.98748372327553,1.0013837370524,0.0546201280297135,0.425258968902996,0.00181849714289255,0.999682569584183,0.989431091895319,3.75964815600605e-05,0.504861719080657,-1.59261771980041,0.992677750092904,8.34271819403713e-10,-1.03391501517474,7.44710679376903,0.987712238671062,5.40210889096317,0.479591826042589,315,0.0188422816973741,302,7.8886687049404
"21","3",0.114749914253912,0.113690133467227,0.351291988395588,0.411067124887872,8.83653166432882,-26.4367005295387,3.08224688041094,0.945833333333333,-1.33146636455482,0.176554735833577,0.99286784069043,8.94401242691571,0.956530232587967,5.39154834953443,0.1795406137024,0.0445608711946784,1.00438516336213,0.970121917090612,0.0467846288343826,0.422887846848688,0.0125222923873733,0.999675622486303,0.996175860756752,4.68793447766097e-05,0.856051343999817,-1.77505991546352,0.987411489746789,1.76349740257443e-09,-4.68455453584993,5.51806414751174,0.977208495178287,4.13525823906165,0.517544809024218,270,0.0259066481545367,312,4.17926938552479
"22","3",0.114749914253912,0.10640973258201,0.339188316339877,0.449252592834323,9.21453649817598,-20.6932371669765,3.05153190806082,0.920833333333333,-1.25592610078863,0.0754872094219435,0.99319860569474,9.02481344074231,0.963353138672035,5.7321291826506,0.184471798528678,0.0744482818991163,1.0009740541007,0.986452968427718,0.0513080776389244,0.423890879595767,0.00764362524122035,0.999686053421509,0.999218264955101,4.29496042626026e-05,0.556676382629546,-1.5583301090143,0.991650155157398,8.41705278083338e-10,0.899970116668188,6.47132649027871,0.978161541215005,4.13793306689524,0.481962445178944,154,0.0216365250373268,171,9.44052650173868
"23","6",0.114749914253912,0.10337608943429,0.34067092660459,0.401441917963286,8.95200610934286,-26.1804441618052,2.987964593649,0.947222222222222,-1.23142366534542,0.231438213812139,0.991460031441789,8.78788537572192,0.977138210474179,6.74500902274807,0.190798015322686,0.0532866941961592,0.998180241471325,1.00513872863803,0.0396651142487522,0.420313076279386,0.00269402426909514,0.999683019769258,0.992631881935198,3.90763509725008e-05,0.592369340792109,-1.58810109468924,0.991251276700247,8.74546754311322e-10,-2.49939786744445,6.88767225107965,0.981847419834274,4.75677086356089,0.501247967378927,257,0.0213644864845367,320,6.4414584374255
"24","4",0.0956249285449269,0.0949871630118251,0.329796741186059,0.433692649244289,9.28921963663595,-17.3889379933101,2.86288421069742,0.929166666666667,-1.14629649646977,0.103726558892783,0.991452700460443,8.85310290345077,0.955503210763688,6.99704080050041,-0.15675155795684,0.037276126165673,0.992526832239892,0.933035616988542,0.0317938722229929,0.418754568299176,0.00163601246110598,0.999674143732518,0.993525052594131,2.81880717194513e-05,0.540722483837597,-1.35921163296048,0.994836950862849,4.88810697689996e-10,-1.52958404127399,7.15726385401821,0.980548911222686,4.80596533069796,0.408655841851697,264,0.0193371433662656,325,6.79938792354629
"25","1",0.0956249285449269,0.0951779357015035,0.333825464722846,0.402853358071366,8.94489007060412,-25.2660249549146,2.85074468504717,0.9375,-1.24348798188642,0.180975180988989,0.991796596746608,8.8873116272122,0.976676157189275,7.01641791140467,0.213622546707828,0.0871182747069601,0.994043072043076,1.00352507648191,0.0661570613315418,0.418723823118307,0.0027650059325674,0.999691902114966,0.995049086106962,2.75785242725605e-05,0.506605632529429,-1.43084558872345,0.994253989437221,3.83066304576181e-10,-1.11460450744612,6.57312747526671,0.983589327278917,4.61137206847402,0.454689402067328,278,0.017910598333429,327,5.90833250621015
"26","3",0.114749914253912,0.104727241107347,0.342907845748917,0.411734373484055,8.98877561703697,-26.5000458328748,3.00142489775693,0.938888888888889,-1.1426534367528,0.257633744417211,0.991096984206775,8.763527484571,0.962578866826694,6.87216304932611,-0.0626224404871247,0.029771911799965,0.994831301751827,0.938911951507273,0.0252352689074724,0.427905512991702,0.00189312973758065,0.999687667141352,0.991370694147448,4.62119115748492e-05,0.515389763168763,-1.51371593571813,0.992334298932776,6.49920897801292e-10,-0.243120737541297,7.78195680177009,0.98052685680924,4.99291871975645,0.493059219718478,175,0.0181451375822433,369,9.51306373818548
"27","4",0.114749914253912,0.0964987318878863,0.333497335002206,0.419410442141288,9.15353443703387,-21.547738594826,2.87248636304151,0.931944444444444,-1.16591144951418,0.174682190713144,0.99101814702423,8.80897289464038,0.957727717405669,6.72710984585263,-0.141464138383411,0.0588924591582839,0.991396283378214,0.946814079121796,0.0330371930868381,0.416399517166467,0.00198304632004925,0.999674143732518,0.991765783639499,2.81228083083067e-05,0.513253571453955,-1.38259651672971,0.994509325234774,4.93880811688414e-10,-0.492170973000334,7.41640127291696,0.977635650208568,4.44948730582887,0.429195450626184,268,0.0205164161188489,320,7.83802000615531
"28","4",0.0956249285449269,0.0927882830219127,0.336052459446901,0.439202938767893,9.3320895049106,-15.330938745856,2.73732750535117,0.923611111111111,-1.30041709232643,0.116867607704059,0.991371240212445,8.8740835124488,0.955188953448014,7.25281203106337,-0.241674736878485,0.0859248304600985,0.990197601210898,0.96321578059097,0.0748862162333297,0.416656685998984,0.00255464823689162,0.999674143732518,0.994048007895862,2.52928193256966e-05,0.496750492869023,-1.32514934689793,0.995494339622997,4.14842086608696e-10,-0.0120875008136237,6.81802486906202,0.983783246432861,5.10016055334042,0.453029083432521,283,0.0149697758820488,262,6.6710757339342
"29","3",0.114749914253912,0.10303868954794,0.336811097378174,0.440006634247445,9.23329813631459,-21.9652065265523,2.98730795528968,0.934722222222222,-1.24928998240839,0.121288986008341,0.993081332930907,9.01359284138226,0.958208694666608,6.0073798705206,0.117605537957009,0.0568716180823152,1.00041260071954,0.951653271983402,0.0390938492745445,0.420683763097924,0.00582232498429358,0.999683897789466,0.997766123337025,2.72825207324234e-05,0.561898602638193,-1.46282669930233,0.992257868305252,7.59922868696424e-10,0.676490732509234,6.78622699819834,0.982101038720593,4.40860635960261,0.449638632438578,165,0.0168167722077315,93,9.5449457327057
"30","5",0.0956249285449269,0.0987733929329466,0.342310144130053,0.379338910016604,9.07351501303436,-24.0814492506414,3.02756642497976,0.948611111111111,-1.26931546611174,0.235290220907116,0.990848381628226,8.76953849045021,0.971543268820505,7.06657078539205,0.114313945045047,0.0517896521045865,0.99135386098132,0.969472823305969,0.0271524418740321,0.425775039514078,0.00419775757156322,0.99968779674575,0.991059106552986,2.14461238655693e-05,0.485624888375844,-1.57519649619236,0.992743716031788,9.907517574144e-10,0.514304297157029,6.81039438936657,0.986529152977806,5.27710275019546,0.439746892969507,202,0.0174734848591058,210,8.17887210319424
"31","7",0.0956249285449269,0.0925930450476957,0.331117950255224,0.377175508600837,9.10450960447181,-22.3394923589436,2.78598193810988,0.954166666666667,-1.24894284921327,0.156807311330121,0.991528294009508,8.88695885281613,0.97686649395867,7.21362960010953,0.284140347856977,0.135695813456859,0.991087586739224,1.0411270584424,0.118092743933521,0.414239883754059,0.00324215489678604,0.999674143732518,0.994799385059957,2.3538156965978e-05,0.495392693611833,-1.33831569029312,0.995631801179959,2.79571071681108e-10,-0.128931593873073,6.63138286310978,0.983474766142248,4.70395082753762,0.402086252509418,201,0.0145639549823642,212,6.97354256661121
"32","2",0.0956249285449269,0.0856785520839063,0.32177621014781,0.364762382883007,9.40809387265923,-18.4905803664675,2.26497786090551,0.959722222222222,-1.25037458749291,0.0923887369761797,0.99383789570213,9.11547865563359,0.980784994787067,8.50489674938607,0.0668398598896582,0.0791394821240931,1.000310954534,1.02453041608076,0.0676417402012069,0.408575668432458,0.00205194567570766,0.999681159791106,1.00228923795298,1.27788918762643e-05,0.493000916867537,-1.15204231914767,0.997688668399434,9.37949139913779e-11,-0.197203724662376,5.55358429850747,0.982457489677046,6.17435100328559,0.357944932048928,271,0.0153107004752529,96,5.81462518318552
"33","1",0.0956249285449269,0.0922702398147837,0.330356462057063,0.412666032733418,9.21580337063515,-19.3707732766364,2.73021713074505,0.944444444444444,-1.26086802630802,0.134175057490892,0.991887895973587,8.91221905849588,0.968478078889105,7.48821906108747,0.075749845989344,0.0854012097163132,0.993030136662478,0.978922129252048,0.0603669003859028,0.414111166313305,0.00279867947378935,0.999674143732518,0.995335001285573,1.97486089736508e-05,0.514670730144749,-1.29585258679661,0.995952410122074,2.55955477243333e-10,1.04282264368759,6.71086510582689,0.980873973158989,5.03618969851067,0.387904751100575,170,0.0144419406685434,203,7.4051308638645
"34","3",0.0956249285449269,0.103484533093037,0.343378080481053,0.449038380744231,9.01019782141821,-23.0617622932097,2.97092795334791,0.929166666666667,-1.34961733617183,0.175374019716262,0.993211475019111,9.01297399661345,0.952944851794582,6.06748331403614,-0.0096385453971328,0.0245329310551378,1.00296326625698,0.908553935013363,0.00286283560219136,0.416469124868562,0.00467163114527945,0.999686930761253,0.997924373543019,3.70626794785251e-05,0.636986086619668,-1.44235290329365,0.993079610744803,5.60948213795229e-10,2.99179589880536,6.66929813625022,0.980699863998448,4.36738765854052,0.454295172266883,168,0.0178163046557063,188,10.4938208551593
"35","3",0.114749914253912,0.0994668182871088,0.336521810796807,0.422749557274238,8.99609518983493,-24.9167223442786,2.78763055152414,0.943055555555556,-1.24512587769373,0.211343392641515,0.991581391688637,8.83679107043354,0.965571217949533,6.68634998591091,0.207492422715691,0.0694887401929445,0.996524790831452,1.00162133839952,0.0695910034502846,0.418221271785405,0.00517021616905689,0.999689476066806,0.994616625282253,3.73458644798654e-05,0.565849656409137,-1.47323498450344,0.993152774219481,6.37283032461762e-10,-1.98205260282071,6.55730936846995,0.982474629412045,4.73313410654689,0.460692724087788,255,0.0239788284399701,313,6.66086805289256
"36","7",0.114749914253912,0.0970798992853701,0.336662761734564,0.381069834243789,8.81514758701767,-29.3384516178982,2.90800626959184,0.945833333333333,-1.25665912084344,0.240723028951434,0.991818469420617,8.89397307197157,0.972865635968533,7.05919944175877,0.112192433686382,0.0325689136793328,0.993356244929942,0.975640137896358,0.0280702772093401,0.418275195366522,0.00298302880207898,0.999692676377229,0.995227892638509,3.74380842527458e-05,0.728713870654392,-1.42656547670434,0.994062483182328,3.63835696327815e-10,-3.64958869694547,6.41130637042667,0.985023708144517,4.85663149999452,0.461593993173725,249,0.0173598999517877,162,5.58578327862399
"37","5",0.0956249285449269,0.105338427080016,0.34857441144449,0.388802576966528,8.89605354604548,-29.478576051933,3.05066661961296,0.944444444444444,-1.18714860822812,0.315061534067082,0.989964128111249,8.66428018749908,0.970251915318618,7.02535579901524,-0.0719968301224251,0.0226918602462182,0.989763671479436,0.962801249396555,0.0191165698334927,0.430597140127414,0.00327342983582307,0.999682815147947,0.987847585148607,2.89604395064161e-05,0.525494494290305,-1.66793961401378,0.991654301547411,9.35444263249336e-10,1.41917918405102,7.49483491418105,0.987431436161837,5.28269504516017,0.494521142063478,198,0.0239539297549853,207,9.6888422774158
"38","2",0.0956249285449269,0.0892961644376098,0.331271153315434,0.440848422403499,9.25900313834269,-17.6017356364869,2.73497287251621,0.922222222222222,-1.27476349940424,0.0941483327200606,0.993288431966301,9.04649348539195,0.959642670226708,7.11509789105051,0.00223175188829056,0.0706743352939122,0.999961995980558,0.951419812057976,0.0491559116196655,0.408469615715925,0.0015505709692439,0.999686222275895,0.999643211064094,2.39200169476201e-05,0.513793661384033,-1.28555932787381,0.996412498878725,1.48786538344876e-10,1.34365542886069,5.38553784538505,0.977896139067784,4.82809996618296,0.442157271844859,75,0.0186013231411313,83,7.01211901207565
"39","5",0.0956249285449269,0.107322945980618,0.347434818137224,0.369110277232188,8.97388484173226,-23.2342678482456,3.01025642695487,0.955555555555556,-1.20560522268102,0.227698129127432,0.990633452103957,8.69809527875972,0.978791920105905,7.28740611519653,-0.0322993157704378,0.0481696261046613,0.994842488428531,0.990276762434887,0.0404716793518346,0.433686484445848,0.00275873084035642,0.999677745226336,0.989044885329944,3.37141212028738e-05,0.477947772457321,-1.71437558258573,0.9905989145106,1.03875839065373e-09,0.410883369718605,6.83512953988774,0.988658318801349,5.5567494097547,0.504032842607236,184,0.0247743655788492,193,9.13211304372511
"40","6",0.114749914253912,0.0971927653243387,0.336326965312493,0.389230370502455,9.07054162209102,-24.1877584304958,3.06536084873972,0.952777777777778,-1.18298471400494,0.22843994246634,0.990596467566712,8.74929296387102,0.968104474213066,6.61029015925257,0.115959249704519,0.0255305803287055,0.991149031332326,0.950793118485069,0.0165577640827109,0.422839608889044,0.00232340656048125,0.999691280263026,0.991031232956102,2.55502105311747e-05,0.508858887159514,-1.51911330375347,0.993573999088503,7.32720210973167e-10,-0.478767943104985,7.79876506316179,0.982714524075554,4.61199417828343,0.443534171768951,170,0.0148842286782359,186,8.15785689330175
"41","3",0.114749914253912,0.0973961587464647,0.332669681905776,0.458381434203975,9.10915479864245,-23.4752919888211,2.86166441450387,0.918055555555556,-1.08601237913574,0.216990803832658,0.990681124073401,8.7690854863143,0.966151202434198,7.2510457708438,0.00861840118608229,0.0722073830173535,0.990512229704371,0.980009643333616,0.0579705758403065,0.419776949040143,0.00152363356830756,0.999674143732518,0.991063025935883,3.91952518441976e-05,0.521930482322073,-1.37730539887345,0.994555287418733,3.85097479280167e-10,-0.100577550992985,7.8657288082733,0.978762596319925,4.983364433108,0.46902227705361,176,0.0192469352876468,186,9.48911652246151
"42","3",0.114749914253912,0.0963543521484986,0.333023318333291,0.427569779981777,9.12074490078688,-22.2083616914893,2.83673604704941,0.944444444444444,-1.20848715493888,0.184823963446311,0.991526485147141,8.87768547000999,0.971302931681299,7.1478840655311,0.127484155459781,0.0533959541979752,0.991217399733113,0.982437231238901,0.0435287065214015,0.416361514667696,0.00210938570757251,0.999674143732518,0.993885356240619,3.73905696160305e-05,0.521617766481037,-1.33273876975479,0.99494968191215,3.62875885552386e-10,0.639595828803281,7.46527999404669,0.983619451773145,4.9782767949582,0.464277182105203,176,0.0192181424618409,185,8.97744804037883
"43","5",0.0956249285449269,0.106785104521913,0.342563528128567,0.404694133129091,9.06326428301023,-26.2137118464782,2.96476348131549,0.934722222222222,-1.23623250448211,0.226912700742133,0.990941249099489,8.7615580030437,0.974580870770187,7.0809608283111,-0.0488918446692788,0.0379169955307735,0.993474114232956,0.98131642841569,0.0279084150039488,0.426267388109854,0.00383224305216035,0.99967981130643,0.99070470959097,2.81476037005004e-05,0.493902490707056,-1.66987699933368,0.991013441020851,1.15959623197272e-09,-0.997974800506264,6.18499367606192,0.988014209543995,5.25600364647295,0.478066448278842,266,0.019651983741885,235,8.24050904779403
"44","3",0.114749914253912,0.10614574470684,0.338677125156021,0.392352562902453,9.06737444578533,-24.5237216353475,3.02437940603104,0.95,-1.15055323921673,0.207636804279804,0.99113797176285,8.78504987301888,0.964978652472118,6.20098512159722,0.0349412452096473,0.0333157175531202,0.994264126648362,0.952805316860883,0.0148512689517208,0.421450550764945,0.00344539023558678,0.999691419339733,0.991902930409794,3.50846769305659e-05,0.537486778374973,-1.5252079980986,0.992462189231824,8.7654675128863e-10,-0.517743557030213,7.27614444786093,0.979930925874998,4.39244738990513,0.48598646103169,168,0.0179574172651016,306,9.95134698728476
