"tsId","class","lempel_ziv","aproximation_entropy","sample_entropy","permutation_entropy","shannon_entropy_CS","shannon_entropy_SG","spectral_entropy","nforbiden","kurtosis","skewness","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","x_pacf5","diff1x_pacf5","diff2x_pacf5","entropy","nonlinearity","hurst","stability","lumpiness","unitroot_kpss","unitroot_pp","trend","spike","linearity","curvature","e_acf1","e_acf10","max_level_shift","time_level_shift","max_var_shift","time_var_shift","max_kl_shift"
"11","1",0.799703070868944,0.966822052361861,0.648171058774015,0.990752179505366,8.35077902974676,-21.1417596444447,4.77022101966464,0.822222222222222,4.2928556505297,1.78683427136655,0.745727053041568,1.15674378074949,-0.157261405039253,0.0653349965877333,-0.477186773298601,0.244672602398726,0.581027389479398,0.0631094520241001,0.450438482597003,0.909350318377354,0.493727570759951,0.989981605376665,0.542432016933345,0.773825396611545,0.28633193240708,-38.1181558548439,0.64114095051719,1.63882839493797e-05,-2.532699834915,5.32905805266121,0.287661805477659,0.182521570441106,1.02293234814739,126,0.455749647495614,136,6.80485803053508
"12","3",0.844131019250552,0.930886003636066,0.651522461740073,0.987086964729113,8.04213767709884,-22.89239679041,4.75353758849056,0.822222222222222,4.32394149396136,1.82566021085948,0.746484944860862,1.1799387272909,-0.177454132772385,0.0727312916803813,-0.495584759615468,0.280108258650163,0.58649342751871,0.0721277872981822,0.466405796699339,0.905578392286753,0.514093384614333,0.989888897063797,0.557413321991357,0.688398640276184,0.299239726746261,-38.142191955856,0.644851946426601,1.64148264120391e-05,-2.52306398953784,5.65439387478487,0.279616697939378,0.179015553475729,1.08867904680778,127,0.425649555621158,100,6.6216091474594
"13","2",0.88855896763216,0.743388755179583,0.683354291251881,0.869558528818042,6.24989677925481,-24.8278472677896,4.74794514742635,0.856944444444444,0.856142442096683,1.21772615390837,0.731475281184349,1.1466037358241,-0.125694516678413,0.124485377151014,-0.469028226101001,0.358282267555185,0.552740156199556,0.0797820615998738,0.459266571609683,0.874954491317068,0.476302800329596,0.985480643334969,0.555521288683566,0.0877482164580256,1.07569097293383,-41.1602200712686,0.523147246141949,1.89206302826021e-05,-6.00623125675136,5.4953117718087,0.45452741253772,0.691109883005939,0.896194434513345,11,0.741485709567479,68,1.34469206261195
"14","3",0.844131019250552,0.801945351020188,0.708236149689629,0.986472279310219,7.21876919202754,-29.2327793562791,4.71164466107399,0.823611111111111,7.92941268132078,2.59415067658481,0.80733230602073,1.60866099481634,-0.179950277113095,0.0678960285665158,-0.534946501407352,0.325189657235271,0.658215747064118,0.0569484171718071,0.591231680378206,0.857217946304043,0.859559178684931,0.995300770558242,0.718567065905464,0.461430208041078,0.428783744910984,-24.9859655411327,0.818313031671812,3.70220563675216e-06,-3.28060434903335,7.00432341914783,0.264299282661021,0.117121983164757,1.05292216955265,130,0.573246867699542,133,14.9789165163898
"15","1",0.66641922572412,0.768678292895402,0.711958543289254,0.989082658359959,6.64109884108999,-33.3502307171907,4.75623207191784,0.819444444444444,10.4492068628831,2.99497077728297,0.797333490028236,1.80670576574402,-0.144639025526016,0.0829124003554883,-0.480889022346425,0.283588929472185,0.658124410269544,0.072231594105028,0.678938389611369,0.874111472860523,1.06831126086638,0.995802227263705,0.78068365141245,0.290762788470113,0.753876687486774,-25.5474385968511,0.844468530780724,4.44118860579638e-06,-4.92143910994433,7.44782679254053,0.293669711548875,0.194692421068814,0.898822964139407,3,0.355933390022843,8,31.7230399015893
"16","1",0.66641922572412,0.525221418390355,0.531217668930142,0.921209411669639,4.82334397726973,-40.8283661361468,4.79238631470802,0.856944444444444,2.50016254971526,1.9062113520262,0.712680637896986,1.28124323807469,-0.161211988891347,0.0980816196906284,-0.479343650986593,0.289280062459838,0.526430218856268,0.133938717343546,0.6018050760183,0.895623495750677,1.50944656846013,0.987289036595748,0.653736513827645,0.196709844963667,1.17122263325307,-39.1335016248496,0.624833181129641,2.98726146988837e-05,-6.26573349997873,5.60999898837061,0.36508058067201,0.414300047443746,1.26861902886542,3,2.08881933515505,143,10.7517225937026
"17","3",0.844131019250552,0.866626281490356,0.699969869779122,0.980627983818146,7.7255350466001,-23.7612926406351,4.73254802201948,0.818055555555556,4.37088781884411,1.94413039844646,0.776858332581784,1.38114024591203,-0.177666401333755,0.0702609346928075,-0.507735011849874,0.301090800104605,0.623830754968074,0.067586159428534,0.503821407244579,0.878660003290703,0.513436551049848,0.992520145943009,0.614468683125749,0.573064055185069,0.289835722990171,-31.456200037459,0.711073689889021,8.13680542207788e-06,-2.1411902455061,6.23562006830019,0.283626561900477,0.145161214057754,1.27291328739549,126,0.832328569760843,132,6.31628174617176
"18","3",0.710847174105728,0.832041057777997,0.710772514857945,1.0010133337359,7.36644830235468,-32.1607795068931,4.76105053571258,0.813888888888889,11.9450508304397,3.16103726592948,0.782764961300482,1.60134486734791,-0.14484309526414,0.0807987649858424,-0.526913154982529,0.363665038630615,0.616195241297632,0.0505461124556499,0.686740641998038,0.879850463418397,0.783770612076215,0.996073647322589,0.750408956004828,0.542884020857843,0.531740068655213,-28.9966582326871,0.858150102236757,3.29493462914293e-06,-3.91702657461342,7.29145553097499,0.278746051375851,0.119741993324075,0.689782577895109,8,0.416753840820874,123,29.7802458448153
"19","3",0.755275122487336,0.742506565446693,0.680164876096733,0.907850474685886,6.8898397654392,-28.1611058565205,4.73623252024721,0.85,2.78570581558816,1.71287677915043,0.779261157137016,1.72104047198042,-0.127893808534278,0.105969379957144,-0.488016793996404,0.335864724726108,0.617946745430636,0.0772893009937981,0.545109985360233,0.861366069011257,0.534206450294251,0.993007517644419,0.704380560076985,0.0859104177252268,1.13624909997316,-30.945886048889,0.711866390263489,9.8849285272456e-06,-6.15138458295117,6.67712712627692,0.430762197826835,0.70334912826742,1.12994357130251,11,0.632243433866723,122,4.19345824357786
"20","3",0.88855896763216,0.759848251285377,0.674420969690099,0.861189901602933,6.92974635510382,-19.2382469476457,4.78510442137154,0.861111111111111,0.693479295513191,1.06323209795923,0.703530631257416,0.972230981075928,-0.138554939624071,0.112632423545466,-0.464913748882098,0.316457908182816,0.513518632846881,0.0920769540801373,0.468435471673826,0.888474084027328,0.853898225949228,0.981397773744937,0.520043965431678,0.0660439169953029,0.984980295289483,-45.7758521234236,0.517685672890982,1.33973819241839e-05,-5.33120290579908,5.48510226664261,0.402101019380143,0.605078323643421,0.876710996647101,123,0.673654848855325,2,1.45497224766485
"21","2",0.799703070868944,0.732769376741418,0.681276973269023,0.907505190318532,6.1577399395896,-27.2275313093032,4.76504943416391,0.854166666666667,0.823760165617739,1.26519708565154,0.742623728039328,1.32869725733678,-0.135975008720054,0.117711878231643,-0.484632551781426,0.355571997502794,0.561253887765435,0.0811865915707681,0.498178719435268,0.873605620649805,0.563491124443785,0.987252490488255,0.596646285438265,0.0992670650148217,1.16112350777422,-37.6817577900214,0.563135797953439,1.90706300280551e-05,-6.34216698331035,5.78639906846816,0.456544335035945,0.668002772183937,1.23086015986294,11,0.777037075645841,68,1.35057716646543
"22","3",0.844131019250552,0.884674177190926,0.652861471268238,0.939491390384589,9.53614975128745,-14.5722196699414,4.78943568501716,0.843055555555556,3.24654051817117,1.47420913500209,0.722504565852521,0.983487519490679,-0.163350798585992,0.0685471340469168,-0.494137550513943,0.26943248282128,0.544452848496176,0.0642331925147204,0.457030727098673,0.912607029797401,0.630220924051864,0.98773448878606,0.511295587281757,0.412257551024994,0.431675501730135,-42.6369416488771,0.583864469166254,1.45528264678725e-05,-3.58342304636459,4.93854712471283,0.336936415310435,0.331837165681793,1.15774758869722,5,0.477280399252014,16,4.0388882981777
"23","3",0.844131019250552,0.764009457025122,0.678390316127255,0.882345952014988,8.50866809299714,-10.8566990607292,4.81319523290289,0.859722222222222,1.77812388732281,1.17156170529671,0.722377945854693,0.93170731119534,-0.127184902199247,0.0744718484606556,-0.475170502545335,0.260973487796192,0.54147388764569,0.0597961996248854,0.434611747615359,0.893484265544243,0.494559071468501,0.986736038162558,0.495035907185969,0.165979637390572,0.632341530487544,-43.6777989929819,0.552415792036775,1.15060877757292e-05,-4.35832192377897,4.96800006017708,0.387923045002433,0.55425287641719,1.08889429952659,130,0.615790073703593,125,2.61890048200144
"24","2",0.799703070868944,0.812988616509546,0.645814506978704,0.832891462987403,7.50050838056473,-15.2654504705424,4.75719645210091,0.880555555555556,0.162523596592114,0.833747319008902,0.738887995524453,1.19375343320993,-0.124449583203688,0.0926584262115391,-0.496137601764113,0.328586462086929,0.55417757174768,0.0770407895442068,0.466450937548126,0.884347834172875,0.916689110651587,0.987159882267596,0.545398981056539,0.0637174834723423,1.02950914323564,-39.2934130151503,0.575777606160674,9.30758705584506e-06,-5.69627819912027,5.05425196462306,0.43243973395,0.661699315331736,1.2470200646872,11,0.561610590136607,59,1.23420940088141
"25","2",0.710847174105728,0.738922475176107,0.682222750948587,0.896029714226266,6.60452846325154,-29.8352291446668,4.72095393692888,0.85,2.56196872186432,1.69191751421133,0.779484839602859,1.68203305509546,-0.113466951849649,0.100807818568531,-0.485159320533102,0.349687461012247,0.616562129147782,0.0647601723829768,0.522588206015644,0.858013207958333,0.537702107175013,0.992937270240729,0.699070500562562,0.0921368707678881,1.14209869626243,-31.324147283057,0.682532184170408,1.4669772570107e-05,-6.38050847064192,6.37895327491595,0.472071312300176,0.756675929455239,1.06562066379009,11,0.605064628337195,122,4.6941230752586
"26","1",0.755275122487336,0.75865064043239,0.677684531658633,0.88123061901418,6.50593522939341,-28.5517303759181,4.72868561181333,0.848611111111111,3.7282868954458,1.90246772673482,0.785915636096516,1.59950356912316,-0.0893301544494553,0.0683430088475467,-0.475160454066982,0.276837447839133,0.623210070991023,0.0578082739722986,0.50366438682629,0.865052307376868,0.632111758567888,0.993806684812895,0.705439533291248,0.0914681589059842,0.99975364677887,-30.3000572741238,0.719632703561432,9.84746602864006e-06,-5.80995570301047,6.38284913580267,0.451995504342387,0.752143499406196,1.05269749322452,11,0.452745151062595,74,5.84668489411126
"27","3",0.66641922572412,0.741695036817275,0.703767406440519,0.980606861988846,6.26855927836785,-33.7185702725246,4.74847156489373,0.840277777777778,7.65476535379201,2.61835736036725,0.803655324793872,1.87965298009187,-0.121292461882495,0.0690014875396007,-0.471042752746072,0.269333230450413,0.652864883877503,0.0645564156003926,0.611367165752624,0.86738928500325,0.841740567174019,0.995417153206082,0.774547762957854,0.16644294819375,0.888434579689557,-25.3053021383899,0.812795594993893,6.68750148854818e-06,-5.43388428496243,7.43348317145573,0.368483476799131,0.360627471006979,0.793950752644653,11,0.345722908723251,3,19.1465403293807
"28","3",0.755275122487336,0.749260902576578,0.677289819857089,0.873388944323926,6.52243175924003,-24.7646356174088,4.77214713078794,0.865277777777778,0.915029573114936,1.24188794738922,0.751165761082885,1.49956281608905,-0.126482485334985,0.111761405882867,-0.485738193349619,0.346112191735537,0.5779398926775,0.0881776736238019,0.53445128695676,0.870458273495329,0.675556425692394,0.990178087761709,0.633379551978397,0.0821963617283316,1.19523957153783,-35.8415534493117,0.627449594699878,1.1516712328032e-05,-6.19917157592283,6.22448644633578,0.452106890234735,0.668850298226979,1.28350330364997,123,0.672378398963269,68,1.3884804151997
"29","2",0.755275122487336,0.748425877677277,0.678353833747924,0.857939400752449,6.41721102629434,-26.3107556265902,4.75940192771532,0.859722222222222,1.0315724502969,1.28680992723596,0.760367906871334,1.5730658700757,-0.116769454091373,0.106935899814328,-0.478996129874632,0.332050519499017,0.590464922083226,0.0825590851874251,0.525366811953163,0.865812735589068,0.602995821401881,0.990984312684173,0.643845487143891,0.0840770002517029,1.22137062922572,-34.5311513257484,0.639698763703021,1.15518210204802e-05,-6.36790149459753,6.20553019098304,0.460248358533658,0.691279133467498,1.17862865243456,122,0.658398872528271,68,1.538870107374
"30","3",0.88855896763216,0.811316236439036,0.640783098459925,0.862500339664404,7.71953810848432,-15.2503870637423,4.75980295803946,0.859722222222222,0.359726510557486,0.852284058898052,0.714200482838726,1.02823116425004,-0.13252176863097,0.0807553958809454,-0.481051924307763,0.28154397700706,0.516255934910735,0.0777112297874006,0.438345139687904,0.889871245733391,0.831011697707385,0.982779073125684,0.51263483704503,0.0553844581879904,0.973587276347133,-44.5906900186347,0.53816714435167,1.06846227673061e-05,-5.39949303448155,4.89694792190715,0.399727767998482,0.598208061173699,0.989896654801247,11,0.596624001990306,58,1.33180837905791
"31","3",0.844131019250552,0.82541715573953,0.676939255688098,0.902528728861073,8.00850141864772,-12.6671408104706,4.80982398761457,0.85,1.88010855890792,1.2217398431521,0.712825080283565,0.886050012029993,-0.137757332379808,0.0665664041282799,-0.4866219233357,0.259081018508491,0.52534828908896,0.0583766679614863,0.432201887555905,0.900380364300645,0.524494168571466,0.985715163544764,0.484787033015362,0.16385167872099,0.597552329253534,-45.4712085671898,0.535951983786637,1.26451259523169e-05,-4.20938503666976,4.88308619671231,0.385408846994431,0.55811985012627,0.962369839679063,126,0.583093351107308,13,2.5775714857223
"32","1",0.577563328960904,0.50072929840526,0.525401181387737,0.926148080563697,4.80883573038561,-43.1295610681667,4.78236054135953,0.851388888888889,3.10087552576009,2.05132901614841,0.712893950394933,1.2920030179796,-0.170275669945083,0.0863780131287271,-0.492557035889878,0.274603727930949,0.520761019249526,0.132299514619946,0.610294203946986,0.900370129063061,1.56645320471591,0.987885780612404,0.672983984023951,0.204489788022173,1.13136537227816,-38.50903174776,0.637144311041046,3.08374164971425e-05,-6.13255848223616,5.75988077790857,0.354476982224894,0.379549385665566,1.37128274361507,3,1.90005243097236,143,32.2653527188461
"33","1",0.844131019250552,0.899250410266076,0.703800187023654,0.974176820132523,7.98524327770007,-30.8076028536671,4.74889058775477,0.831944444444444,11.6035412104069,3.03078003649681,0.797500697957167,1.53870680028644,-0.162068837243158,0.0736234147015437,-0.476485145093924,0.253299189653886,0.663262786934649,0.0721785601374517,0.524022360675357,0.873838488359086,1.07395591253012,0.995560718886784,0.714471386643725,0.707423444436375,0.41198989013784,-25.0213177239506,0.839278926767515,2.79891682118357e-06,-3.14482934503464,7.12467582690438,0.213339180639567,0.0790360103560947,0.618717098878766,28,0.342165002727221,123,17.7052490289132
"34","3",0.710847174105728,0.7745208144854,0.672524744651821,0.853520951040097,6.80263043861993,-23.6900678457739,4.75769510751579,0.861111111111111,1.17633379268158,1.27335038312793,0.758232686490787,1.31624917139425,-0.0570557221240523,0.115284693415231,-0.452446577110923,0.344027480124591,0.584503000158419,0.0626357216870986,0.463426453016324,0.868655558389122,0.502424029811894,0.991683243128483,0.607533949762161,0.0787007754483429,1.07598462362356,-36.0625708640488,0.613674897049682,1.27003843705709e-05,-6.00165322979456,5.48793779266201,0.500330211868121,0.790568582184826,1.20118949146295,11,0.60989023974074,68,1.51513441141921
"35","1",0.799703070868944,0.884882691521213,0.668652981713695,0.931168126060418,8.4983844992681,-20.4837817209715,4.77497852165811,0.85,3.78106256350655,1.72429794662494,0.741255667703217,1.11905127832744,-0.171095004237105,0.0667975086242249,-0.500383573097945,0.281022678502645,0.569190640534917,0.0684148051226497,0.462735863598397,0.901263921230047,0.49261071461142,0.989065188409322,0.544531503258569,0.60205643894055,0.355778376888459,-38.9953030097083,0.626080164140047,1.52915152036854e-05,-2.91797859307323,5.79478696013105,0.301891912094408,0.229173646050318,1.19918262294212,126,0.486431277246008,123,4.30247542265385
"36","3",0.799703070868944,0.839787943245695,0.703017938109946,0.976226609507931,7.38156637513954,-25.3408077745568,4.72003425999418,0.823611111111111,4.78260245476098,2.04546657554892,0.784527705312194,1.45394356521216,-0.184367181915338,0.0727855936557884,-0.52005013577729,0.313317728443181,0.633025668700073,0.0664758779582902,0.556042179157645,0.874804544711069,0.672870209851662,0.993551719632703,0.644021328758823,0.520403247986293,0.306527450455699,-29.3550378323512,0.743816361503394,5.29884419080763e-06,-2.27644946951834,6.42000219399094,0.289088543893522,0.134940944349607,1.19783008870751,126,0.841599420208792,132,7.68764130270183
"37","1",0.844131019250552,0.85895570316771,0.681997872171457,0.920578833693006,7.98762938630745,-14.0100766188789,4.8068061122476,0.847222222222222,2.29654872357223,1.35113487521123,0.722902062510486,0.948482643820372,-0.137901263305321,0.0804405349552755,-0.47828873819509,0.269709683160313,0.546828635542353,0.0666276139028827,0.44622929973969,0.898530748841036,0.4884662214892,0.986878135987086,0.505487028640351,0.220323862679729,0.578178028065483,-43.333086137318,0.564192962137132,1.21454743510474e-05,-4.11438083003771,5.18790234450202,0.371834295887923,0.521342513036091,1.11288243109863,130,0.524396748186108,125,2.56188358458035
"38","3",0.88855896763216,0.767795695331741,0.649099318287346,0.839184494527141,7.51779576570204,-14.7202329801414,4.77333607229179,0.865277777777778,0.125302554954873,0.819582534344216,0.712992814867156,0.953949054356179,-0.108880493209315,0.100719377513777,-0.473826235653519,0.326319667979384,0.518836974979348,0.0714205998036573,0.44686276569509,0.888630137137093,0.847380624462311,0.984434511766777,0.485178376133966,0.0540855205962713,0.957507156663932,-44.3082970087409,0.518010436529539,1.11486140592241e-05,-5.41839132011128,4.534286219022,0.436743122766456,0.669270397254876,1.01333486514704,11,0.63414635380305,103,1.11463412642034
"39","1",0.755275122487336,0.733238104024864,0.681033701306179,0.89328837725561,6.25679929151846,-25.1454043354942,4.76790599723303,0.851388888888889,0.545893945316647,1.15179342118061,0.743185122587933,1.40374470739557,-0.144671311845827,0.125409380818341,-0.480745595981491,0.351533369365416,0.567367919614433,0.0938380862114735,0.500554104610544,0.875323407099245,0.637834878404883,0.986451469664069,0.598900012353609,0.0926070953260452,1.18790757763743,-37.7192435227487,0.587147462697727,1.34344543174627e-05,-6.0715225295118,5.98700911565601,0.422373873142876,0.64007263032704,1.32711151270561,11,0.76371207483157,68,1.24392905288834
"40","3",0.755275122487336,0.705147320805991,0.678044628940792,0.897701320962197,6.66693841399415,-26.1998524585788,4.76106457201036,0.856944444444444,0.918164059713774,1.27078244222528,0.754329740754289,1.50671446921326,-0.132372192142327,0.116330433173641,-0.489197186958875,0.359540100781257,0.579355515233709,0.0792988501254034,0.53247592679284,0.868853912486065,0.661857775178036,0.990040085322852,0.633806331543444,0.0908014789069091,1.21196411948879,-35.3775519577602,0.604083061363377,1.57408899461244e-05,-6.58940531704586,6.00594447632781,0.474379886117265,0.7000216085829,1.25901575022213,11,0.72479477840651,68,1.44519630244227
"41","3",0.66641922572412,0.725124825575593,0.707611114666945,0.975600839392362,6.2334017257417,-33.8446217564754,4.74421910304213,0.823611111111111,7.46476028217532,2.59432119257933,0.802004967842537,1.90798642997657,-0.150155975499524,0.0657623983713662,-0.499132845916115,0.288993401771919,0.647760983126637,0.0659743682888386,0.63240287129342,0.869983333439747,0.816678744498536,0.995268027006275,0.775597308026058,0.159808711707362,0.897644584579076,-25.3194336205553,0.813381247645864,7.11838337868095e-06,-5.44810114570642,7.43932142222758,0.348148898991244,0.3517336266863,0.837405152180298,11,0.337114083047085,3,20.5936520692303
"42","3",0.844131019250552,0.842097708984498,0.701591908341174,0.982405985521946,7.9010919830383,-24.6504456990452,4.72468682353035,0.823611111111111,4.59987020650763,2.00263531209242,0.782009785678161,1.42930635869525,-0.183190277262986,0.0720517100790287,-0.51624763587809,0.309338065886935,0.629998436496888,0.0672744782070449,0.536418916950653,0.876268516131092,0.618824303960464,0.993176160742035,0.633481590660964,0.535536413070716,0.299670140546691,-30.0141658247253,0.731963198823148,6.12883754628194e-06,-2.21319721806393,6.35376386797114,0.286334729942095,0.137795339079782,1.2420244772483,126,0.841431782458165,132,7.12066782589363
"43","2",0.755275122487336,0.746221696547887,0.674221003727643,0.853259883804756,6.29880402320897,-25.050463707447,4.7553190983251,0.863888888888889,0.588787782866937,1.15565095452079,0.751061442980257,1.43454720217812,-0.12990295686557,0.111406704117215,-0.483778666028302,0.33914666959079,0.579770372528202,0.0897254945401132,0.517280217066367,0.870867023062502,0.636761236054893,0.989051172193764,0.610545840738302,0.0854577573716822,1.1905388326705,-36.2397873985277,0.604305507681214,1.23104496869715e-05,-6.21908449691815,5.97620195660437,0.450527974738256,0.691469034733229,1.11056053030987,10,0.702117405664481,68,1.31226269581757
"44","2",0.844131019250552,0.76221368278874,0.684005217686987,0.944407258376439,7.86997370405774,-14.0050997577121,4.79846626902067,0.840277777777778,1.77372056574796,1.23505829803498,0.721967299803607,0.941353226009009,-0.135961596097568,0.0818072776539753,-0.485688046978791,0.28110696675308,0.539679469747516,0.0606843779987142,0.441529423491271,0.891761723578495,0.513995517424932,0.986415939323575,0.503806688349465,0.124020629099137,0.683544636312423,-43.8297109584845,0.547581002229373,1.16463886916197e-05,-4.52362676610679,5.07451399738714,0.395497620449771,0.619746102436748,0.957886505778158,130,0.536212257008946,125,2.60683446344248
"45","1",0.755275122487336,0.747834353089036,0.68101794465318,0.933291709988449,6.9106382532292,-29.1046561863277,4.73302520298323,0.834722222222222,3.37386165289818,1.84417413308837,0.78487225534559,1.78591414072619,-0.136301410062084,0.093532800335144,-0.496537215931254,0.318362663782135,0.625063332359865,0.0786305811001191,0.559050190862527,0.860624603471442,0.559754196215226,0.993503615968178,0.722817159776541,0.090721718021074,1.12388418954496,-29.692362932466,0.728058161803978,9.98690324410507e-06,-6.13602345445261,6.84164101028937,0.424722784298965,0.655073049053689,1.09022854706581,11,0.735546623470877,122,5.21868429716553
